"ProcedureCall","PackageName","Status","Methods","Modules","ReadObjects","WriteObjects","ObjectRefs","MappingFound"
"PKG_INQ.P_ADD_INQ_DSA","PKG_INQ","Confirmed Active","AddIidInqDsa","IID","","T_AU_IID_INQ_DSA","T_CURSOR; V_ID; T_AU_IID_INQ_DSA","True"
"PKG_INQ.P_UPDATE_INQ_DSA","PKG_INQ","Confirmed Active","UpdateIidInqDsa","IID","","T_AU_IID_INQ_DSA; DSA","T_CURSOR; V_CNT; T_AU_IID_INQ_DSA","True"
"PKG_INQ.P_DELETE_INQ_DSA","PKG_INQ","Confirmed Active","DeleteIidInqDsa","IID","","T_AU_IID_INQ_DSA","T_CURSOR; V_CNT; T_AU_IID_INQ_DSA","True"
"PKG_INQ.P_FINALIZE_IID_INQUIRY_REPORT","PKG_INQ","Confirmed Active","FinalizeIidInquiryReport","IID","","T_AU_IID_COMPLAINT_HDR","T_AU_IID_COMPLAINT_HDR","True"
"SELECT IS_FINALIZED FROM T_AU_IID_COMPLAINT_HDR WHERE COMPLAINT_ID = :P_COMPLAINT_ID","","Confirmed Active","IsIidComplaintFinalized","IID","","","","False"
"PKG_INQ.GET_REPORTS","PKG_INQ","Confirmed Active","GetReports","IID","T_AU_IID_REPORT; T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID","","T_CURSOR; T_AU_IID_REPORT; T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID","True"
"PKG_ISM.T_AU_EXCEPTION_REPORT","PKG_ISM","Confirmed Active","GetIidListOfReports","IID.ExceptionReports","","","","False"
"PKG_ISM.P_GET_EXCEPTION_REPORT_DATA","PKG_ISM","Confirmed Active","GetIidExceptionReportData","IID.ExceptionReports","","","","False"
"PKG_ISM.P_GET_ACCOUNT_TRANSCATIONS","PKG_ISM","Confirmed Active","GetIidAccountTransactions","IID.ExceptionReports","","","","False"
"PKG_ISM.P_GET_ACCOUNT_DOC","PKG_ISM","Confirmed Active","GetIidAccountDocuments","IID.ExceptionReports","","","","False"
"PKG_ISM.P_GET_LOANS_EXCEPTIONS","PKG_ISM","Confirmed Active","GetIidLoanExceptions","IID.ExceptionReports","","","","False"
"PKG_ISM.P_GET_LOAN_DOCUMENTS","PKG_ISM","Confirmed Active","GetIidLoanDocuments","IID.ExceptionReports","","","","False"
"PKG_ISM.P_GET_LOAN_DOCUMENTS_IMAGE","PKG_ISM","Confirmed Active","GetIidLoanDocumentData","IID.ExceptionReports","","","","False"
"PKG_ISM.P_GET_LOAN_TRANSACTIONS","PKG_ISM","Confirmed Active","GetIidLoanTransactions","IID.ExceptionReports","","","","False"
"PKG_LG.P_GET_SYS_LOGS","PKG_LG","Confirmed Active","GetSystemLogs","LG","T_SYS_LOG","","T_SYS_LOG","True"
"PKG_LG.P_DELETE_SYS_LOGS","PKG_LG","Confirmed Active","DeleteOldSystemLogs","LG","","","","False"
"P_ADD_ACTIVITY_LOG","","Low-Confidence / Needs Verification","AddActivityLog","Logging","","","","False"
"PKG_FRPT.P_GET_AUDIT_COVER","PKG_FRPT","Confirmed Active","GetManagementAuditCover","MANRPT","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES","","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES; T_FRPT_TEXT_BLOCKS","True"
"PKG_FRPT.P_GET_MAN_TEAM_DETAILS","PKG_FRPT","Confirmed Active","GetManagementAuditTeamDetails","MANRPT","V_GET_AUDIT_TEAM_DETAILS","","T_CURSOR; V_GET_AUDIT_TEAM_DETAILS","True"
"PKG_FRPT.P_GET_MAN_OBJECTIVE_SCOPE","PKG_FRPT","Confirmed Active","GetManReportObjectiveScope","MANRPT","T_FRPT_TEXT_BLOCKS","","T_CURSOR; T_FRPT_TEXT_BLOCKS","True"
"PKG_FRPT.P_GET_MAN_STAFF_SNAPSHOT","PKG_FRPT","Confirmed Active","GetManReportStaffSnapshot","MANRPT","T_FRPT_STAFF_SNAPSHOT","","T_CURSOR; T_FRPT_STAFF_SNAPSHOT","True"
"PKG_FRPT.P_GET_MAN_EXEC_SUMMARY","PKG_FRPT","Confirmed Active","GetManReportExecutiveSummary","MANRPT","T_FRPT_TEXT_BLOCKS","","T_CURSOR; T_FRPT_TEXT_BLOCKS; T_FRPT_STAFF_SNAPSHOT","True"
"PKG_FRPT.P_GET_MAN_AUDIT_OBSERVATIONS","PKG_FRPT","Confirmed Active","GetManReportObservationPdfParas; GetManReportObservations","MANRPT","DUAL","","T_CURSOR","True"
"PKG_FRPT.P_GET_MAN_SETTLED_PARAS","PKG_FRPT","Confirmed Active","GetManReportSettledParas; GetManReportSettledPdfParas","MANRPT","DUAL","","T_CURSOR","True"
"PKG_AR.P_GET_OBSERVATION_TO_PRINT","PKG_AR","Confirmed Active","GetObservationPrintDetails","ObservationPdf","T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_TEAM_MEMBERS; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_ANNEXURE; T_RISK; T_AU_OBSERVATION_TEXT","","T_CURSOR; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_TEAM_MEMBERS; T_ID; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_ANNEXURE; T_RISK; T_AU_OBSERVATION_TEXT","True"
"PKG_PG.P_GET_AUDITPERIOD_STATUS","PKG_PG","Confirmed Active","GetAuditPeriodStatus","PG","T_AU_PERIOD_STATUS","","T_CURSOR; T_AU_PERIOD_STATUS","True"
"PKG_PG.P_GETAUDITPERIODS","PKG_PG","Confirmed Active","GetAuditPeriods","PG","T_AU_PERIOD; T_AU_PERIOD_STATUS","","T_CURSOR; T_AU_PERIOD; T_AU_PERIOD_STATUS","True"
"PKG_PG.P_GETAUDITCRITERIASTOAUTHORIZE","PKG_PG","Confirmed Active","GetAuditCriteriasToAuthorize","PG","T_AU_ACTIVITY_LOG; T_AUDITEE_ENTITIES; T_AUDIT_CRITERIA; T_AU_PERIOD; T_AUDITEE_ENT_TYPES; T_RISK; T_AUDIT_FREQUENCY; T_AUDITEE_ENTITIES_SIZE_DISC; T_AUDIT_CRITERIA_LOG; T_AUDITEE_ENTITIES_MAPING","T_AU_ACTIVITY_LOG","T_CURSOR; T_AU_ACTIVITY_LOG; T_AUDITEE_ENTITIES; T_AUDIT_CRITERIA; T_AU_PERIOD; T_AUDITEE_ENT_TYPES; T_RISK; T_AUDIT_FREQUENCY; T_AUDITEE_ENTITIES_SIZE_DISC; T_AUDIT_CRITERIA_LOG; T_AUDITEE_ENTITIES_MAPING","True"
"PKG_PG.P_GETREFFEREDBACKAUDITENGAGEMENTPLANS","PKG_PG","Confirmed Active","GetRefferedBackAuditEngagementPlans","PG","T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_AUDIT_TEAMS","T_AU_ACTIVITY_LOG","T_CURSOR; T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_AUDIT_TEAMS","True"
"PKG_RPT.P_GET_AUDIT_ZONES","PKG_RPT","Confirmed Active","GetAuditZones","RPT","T_AUDITEE_ENTITIES","","T_CURSOR; T_AUDITEE_ENTITIES","True"
"PKG_RPT.GET_DEPT_PERF_SUMMARY_DETAIL","PKG_RPT","Confirmed Active","GetDepartmentPerformanceSummaryAndDetail","RPT","AIS_T_AU_POST_COMPLIANCE; BASE; DEDUP; AGG; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG_LOG; T_AU_OBSERVATION; EX; OBS","","T_CURSOR; AIS_T_AU_POST_COMPLIANCE; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG_LOG; T_AU_OBSERVATION","True"
"PKG_RPT.GET_DEPT_PERF_BY_ZONE","PKG_RPT","Confirmed Active","GetDepartmentPerformanceByZone","RPT","","","","False"
"PKG_RPT.GET_AUDITOR_PERFORMANCE","PKG_RPT","Confirmed Active","GetAuditorPerformance","RPT","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_OBSERVATION; EX; T_AU_AUDIT_TEAM_TASKLIST; T_AUDIT_EMP; T_AU_TEAM_MEMBERS; OBS","","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_OBSERVATION; T_AU_AUDIT_TEAM_TASKLIST; T_AUDIT_EMP; T_AU_TEAM_MEMBERS; T_CODE","True"
"PKG_RPT.P_GETALLPARASYEAR","PKG_RPT","Confirmed Active","GetAllParasYears","RPT","T_AU_OBSERVATION_FAD","","T_CURSOR; T_AU_OBSERVATION_FAD","True"
"PKG_RPT.R_GETDEPARTMENTS","PKG_RPT","Confirmed Active","GetDepartments","RPT","T_USER; T_USER_MAPING; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; DUAL","","T_CURSOR; T_USER; T_USER_MAPING; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING","True"
"PKG_RPT.P_GETZONEWISEOLDPARASPERFORMANCE","PKG_RPT","Confirmed Active","GetLegacyZoneWiseOldParasPerformance; GetZoneWiseOldParasPerformance","RPT","V_REPORT_AZ_PROGRESS","","T_CURSOR; V_REPORT_AZ_PROGRESS","True"
"PKG_RPT.P_GETACTIVEINACTIVECHARTDATA","PKG_RPT","Confirmed Active","GetActiveInactiveChartData","RPT","T_AU_OLD_PARAS_FAD","","T_CURSOR; T_AU_OLD_PARAS_FAD","True"
"PKG_RPT.P_GETCHILDPOSTING","PKG_RPT","Confirmed Active","GetchildpostingForParaPositionReport","RPT","T_AUDITEE_ENT_RELATION","","T_CURSOR; T_AUDITEE_ENT_RELATION; T_AUDITEE_ENT_TYPES; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES","True"
"PKG_RPT.P_GETPARENTREPOFFICE","PKG_RPT","Confirmed Active","GetparentrepofficeForParaPositionReport","RPT","T_AUDITEE_ENT_RELATION; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENT_TYPES","","T_CURSOR; T_AUDITEE_ENT_RELATION; T_AUDITEE_ENT_TYPES; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES","True"
"PKG_RPT.P_AUDITED_BY_DEPARTMENTS","PKG_RPT","Confirmed Active","GetAuditDepartmentsZones","RPT","T_AUDIT_DEPARTMENTS; T_AUDITEE_ENTITIES; DUAL","","T_CURSOR; T_AUDIT_DEPARTMENTS; T_AUDITEE_ENTITIES","True"
"PKG_RPT.P_GETREALTIONSHIPTYPE","PKG_RPT","Confirmed Active","GetrealtionshiptypeForParaPositionReport","RPT","T_AUDITEE_ENT_RELATION","","T_CURSOR; T_AUDITEE_ENT_RELATION","True"
"PKG_RPT.R_AUDIT_PLAN_ENGAGEMENT","PKG_RPT","Confirmed Active","GetAuditPlanEngagement","RPT","T_AU_PLAN_ENG; T_AU_PLAN_ENG_STATUS; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PERIOD; T_AU_TEAM_MEMBERS","","T_CURSOR; T_AU_PLAN_ENG; T_AU_PLAN_ENG_STATUS; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PERIOD; T_AU_TEAM_MEMBERS; T_ID","True"
"PKG_RPT.R_FUNCTIONALRESP","PKG_RPT","Confirmed Active","GetFadBranchesParas","RPT","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AU_OLD_PARAS_FAD; T_AUDIT_CHECKLIST; T_RISK","","T_CURSOR; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AU_OLD_PARAS_FAD; T_AUDIT_CHECKLIST; T_ID; T_RISK","True"
"PKG_RPT.R_JOININGCOMPLETION","PKG_RPT","Confirmed Active","GetJoiningCompletion","RPT","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS; T_RISK; T_AUDIT_DEPARTMENTS","","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS; T_RISK; T_AUDIT_DEPARTMENTS","True"
"PKG_RPT.R_AUDITPLANPROGRESS","PKG_RPT","Confirmed Active","GetauditplanCompletion","RPT","T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_PLAN; T_AUDITEE_ENTITIES; T_AU_AUDIT_JOINING; T_RISK; T_AUDIT_PARA","","T_CURSOR; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_PLAN; T_AUDITEE_ENTITIES; T_AU_AUDIT_JOINING; T_RISK; T_AUDIT_PARA","True"
"PKG_RPT.R_GETAUDITEES","PKG_RPT","Confirmed Active","GetCurrentAuditProgressEntities","RPT","T_USER_MAPING; T_USER; T_AU_AUDIT_JOINING; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES","","T_CURSOR; V_F; T_USER_MAPING; T_USER; T_AU_AUDIT_JOINING; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES","True"
"PKG_RPT.R_GETAUDITEESOBERVATIONS","PKG_RPT","Confirmed Active","GetCurrentAuditProgress","RPT","T_AU_OBSERVATION; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_STATUS; T_AU_PLAN_ENG","","T_CURSOR; T_AU_OBSERVATION; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_STATUS; T_AU_PLAN_ENG","True"
"PKG_RPT.R_LOGINUSERS","PKG_RPT","Confirmed Active","GetCurrentActiveUsers","RPT","T_USER_SESSION; T_AUDIT_DEPARTMENTS; V_SERVICE_EMPLOYEEINFO","","T_CURSOR; T_USER_SESSION; T_AUDIT_DEPARTMENTS; V_SERVICE_EMPLOYEEINFO","True"
"PKG_RPT.R_GETAUDITEEPARAS","PKG_RPT","Confirmed Active","GetAuditeeParas; GetAuditeReportStatus; GetReportParas","RPT","T_AUDIT_PARA; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_RISK; T_AUDIT_VIOLATION_DETAIL; DUAL","","T_CURSOR; V_F; T_AUDIT_PARA; V_HEADER; V_DETAIL; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_ID; T_RISK; T_AUDIT_VIOLATION_DETAIL; V_ID","True"
"PKG_RPT.P_GETPARAPOSITIONFORZONEBRANCHES","PKG_RPT","Confirmed Active","GetZoneBranchParaPositionStatus","RPT","T_AUDITEE_ENTITIES; T_AU_OBSERVATION_FAD; T_AUDITEE_ENTITIES_MAPING","","T_CURSOR; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_FAD; T_AUDITEE_ENTITIES_MAPING","True"
"PKG_RPT.R_GETAUDITEEADDRESS","PKG_RPT","Confirmed Active","GetAddress","RPT","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_OBSERVATION; T_RISK; T_AUDITEE_ENTITIES_ADDRESS; T_AUDITEE_ENTITIES_MAPING","","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_OBSERVATION; T_RISK; T_AUDITEE_ENTITIES_ADDRESS; T_AUDITEE_ENTITIES_MAPING","True"
"PKG_RPT.P_GETAUDITTEAMS","PKG_RPT","Confirmed Active","GetTeamDetails","RPT","T_AU_AUDIT_TEAMS; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAM_TASKLIST","","T_CURSOR; T_AU_AUDIT_TEAMS; T_AU_TEAM_MEMBERS; T_ID; T_AU_AUDIT_TEAM_TASKLIST","True"
"PKG_RPT.P_GET_ENTITIES","PKG_RPT","Confirmed Active","FADGetReportEntitities","RPT","T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDITEE_ENTITIES","","T_AU_PLAN_ENG; T_CURSOR; T_AU_PERIOD; T_AUDITEE_ENTITIES","True"
" PKG_RPT.P_GET_AZ","","Confirmed Active","FADGetReportZones","RPT","","","","False"
"PKG_RPT.P_GET_ENTITY_SIZE","PKG_RPT","Confirmed Active","FADGetEntitySize","RPT","T_AUDITEE_ENTITIES_SIZE_DISC","","T_CURSOR; T_AUDITEE_ENTITIES_SIZE_DISC","True"
"PKG_RPT.P_GET_RISK","PKG_RPT","Confirmed Active","FADGetEntityRisk","RPT","T_RISK","","T_CURSOR; T_RISK","True"
"PKG_RPT.P_GET_NEW_PARAS_PERFORMANCE","PKG_RPT","Confirmed Active","GetFADNewParaPerformance","RPT","T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_DETAILS","","T_CURSOR; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_DETAILS","True"
"PKG_RPT.P_GET_NEW_OLD_PARAS_PERFORMANCE","PKG_RPT","Confirmed Active","GetFADNewOldParaPerformance","RPT","T_AU_OBSERVATION_FAD; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_AUDITEE_ENTITIES","","T_CURSOR; T_AU_OBSERVATION_FAD; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_ID; T_AUDITEE_ENTITIES","True"
" PKG_RPT.P_GET_LAGACY_PARAS_PERFORMANCE","","Confirmed Active","GetFADLagacyParaPerformance","RPT","","","","False"
"PKG_RPT.P_GET_USERWISE_OLDPARASPERFORMANCE","PKG_RPT","Confirmed Active","GetLegacyUserWiseOldParasPerformance","RPT","V_REPORT_AZ_EMP_PROGRESS_DATACLEANSING; V_REPORT_AZ_PROGRESS","","T_CURSOR; V_REPORT_AZ_EMP_PROGRESS_DATACLEANSING; V_REPORT_AZ_PROGRESS","True"
"PKG_RPT.P_GET_FAD_USERWISE_OLDPARASPERFORMANCE","PKG_RPT","Confirmed Active","GetFADHOUserLegacyParaUserWiseOldParasPerformance","RPT","T_AU_DATA_VALIDATION_FAD_LOG; V_SERVICE_EMPLOYEEINFO","","T_CURSOR; T_AU_DATA_VALIDATION_FAD_LOG; V_SERVICE_EMPLOYEEINFO","True"
"PKG_RPT.P_GET_PARA_POSITION","PKG_RPT","Confirmed Active","GetParaPositionReport","RPT","V_REPORT_PARA_POSITION","","T_CURSOR; V_REPORT_PARA_POSITION","True"
"PKG_RPT.P_GET_PARA_POSITION_DETAILS","PKG_RPT","Confirmed Active","GetParaPositionParaDetails","RPT","DUAL; T_AUDITEE_ENTITIES; V_REPORT_DASHBORAD_DETAIL","","T_CURSOR; V_F; T_AUDITEE_ENTITIES; V_REPORT_DASHBORAD_DETAIL","True"
"PKG_RPT.P_GET_DASH_TABLE_FUNCTIONWISE_HO","PKG_RPT","Confirmed Active","GetTotalParasDetailsHO","RPT","V_GET_DASH_TABLE_FUNCTIONWISE_NAMES_HO; T_COSO_RATING_FACTORS; T_CONTROL_VIOLATION_SUB; T_RISK; T_AUDITEE_ENTITIES","","T_CURSOR; V_GET_DASH_TABLE_FUNCTIONWISE_NAMES_HO; T_COSO_RATING_FACTORS; V_CAT_ID; T_CONTROL_VIOLATION_SUB; V_CAT_NATURE_ID; T_RISK; T_AUDITEE_ENTITIES","True"
"PKG_RPT.P_GET_ACTIVITY_LOG","PKG_RPT","Confirmed Active","GetRoleActivityLog; GetUserActivityLog","RPT","T_GROUPS; V_SERVICE_EMPLOYEEINFO; T_MENU_PAGES; T_AU_ACTIVITY_LOG","","T_CURSOR; T_GROUPS; V_SERVICE_EMPLOYEEINFO; T_MENU_PAGES; T_AU_ACTIVITY_LOG","True"
"PKG_RPT.P_GET_COMPLIANCE_STATUS_WISE","PKG_RPT","Confirmed Active","GetStatusWiseCompliance","RPT","V_RPT_COMPLAINCE_STATUS_WISE; V_RELATIONSHIP_OFFICE","","T_CURSOR; V_RPT_COMPLAINCE_STATUS_WISE; V_RELATIONSHIP_OFFICE","True"
"PKG_RPT.P_FAD_AUDIT_PARA_RECONCILIATION","PKG_RPT","Confirmed Active","GetAuditParaRensillation","RPT","T_AUDITEE_ENTITIES; V_FAD_AUDIT_PARA_RECONCILIATION; T_AUDITEE_ENTITIES_MAPING_FAD; V_MAN_AUDIT_PARA_RECONCILIATION","","T_CURSOR; T_F; T_AUDITEE_ENTITIES; V_FAD_AUDIT_PARA_RECONCILIATION; T_AUDITEE_ENTITIES_MAPING_FAD; V_MAN_AUDIT_PARA_RECONCILIATION","True"
"PKG_RPT.P_FAD_AUDIT_PLAN_DETAILS","PKG_RPT","Confirmed Active","GetAuditPlanEngagementDetailedReport","RPT","DUAL; T_AU_PLAN_ENG; T_AU_PLAN; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS; T_AU_AUDIT_TEAMS; T_AU_PLAN_STATUS","","T_CURSOR; T_NAME; T_AU_PLAN_ENG; T_AU_PLAN; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS; T_AU_AUDIT_TEAMS; T_AU_PLAN_STATUS","True"
"PKG_RPT.R_FAD_ANNEXURE_REPORT","PKG_RPT","Confirmed Active","GetAnnexureExerciseStatus","RPT","V_FAD_ANNEXURE_SUM","","T_CURSOR; V_FAD_ANNEXURE_SUM","True"
"PKG_RPT.R_GROUP_WISE_USERS_COUNT","PKG_RPT","Confirmed Active","GetGroupWiseUsersCount","RPT","T_GROUPS; T_USER_MAPING","","T_CURSOR; T_GROUPS; T_USER_MAPING","True"
"PKG_RPT.R_GROUP_WISE_PAGES","PKG_RPT","Confirmed Active","GetGroupWisePages","RPT","T_GROUPS; T_MENU_PAGES_GROUPMAP; T_MENU_PAGES","","T_CURSOR; T_GROUPS; T_MENU_PAGES_GROUPMAP; T_MENU_PAGES","True"
"PKG_RPT.P_GET_ENTITY_TYPE","PKG_RPT","Confirmed Active","GetEntityTypesForEntityWiseOutstandingObsPosition","RPT","T_AUDITEE_ENT_TYPES; DUAL; T_AUDITEE_ENTITIES; V_GET_COMPLIANCE_REVIEWER_APPROVER","","T_CURSOR; T_AUDITEE_ENT_TYPES; T_AUDITEE_ENTITIES; V_GET_COMPLIANCE_REVIEWER_APPROVER","True"
"PKG_RPT.R_DEPT_WISE_PARA_POSITION","PKG_RPT","Confirmed Active","GetOutstandingParasForEntityTypeId","RPT","C.PARA_ADDED_ON; P_REF_DATE; AIS_T_AU_POST_COMPLIANCE; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES; BASE; TRUNC; CATEGORIZED","","T_CURSOR; AIS_T_AU_POST_COMPLIANCE; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES","True"
"PKG_RPT.P_GET_LOAN_STATUS","PKG_RPT","Confirmed Active","GetLoanStatus","RPT","TEMP_ATAS_T_DISB_STATUS; ATAS.T_ACCOUNTSTATUS","","T_CURSOR; T_ACCOUNTSTATUS","True"
"PKG_RPT.P_GET_LOAN_GL","PKG_RPT","Confirmed Active","GetLoanGLs","RPT","TEMP_ATAS_T_GLSUB; ATAS.T_GLSUB","","T_CURSOR; T_GLSUB","True"
"PKG_RPT.R_GET_GM_LIST","PKG_RPT","Confirmed Active","GetGMsList","RPT","T_AUDITEE_ENTITIES","","T_CURSOR; T_AUDITEE_ENTITIES","True"
"PKG_RPT.R_GET_RBH_LIST","PKG_RPT","Confirmed Active","GetRBHList","RPT","T_AUDITEE_ENTITIES_MAPING","","T_CURSOR; T_AUDITEE_ENTITIES_MAPING","True"
"PKG_RPT.P_GET_LOAN_TO_DEFAULT","PKG_RPT","Confirmed Active","GetLoanDetailsReport","RPT","V_ATAS_T_LOAN_CNIC_WISE; V_ATAS_LOANS_DEFAULT","","T_CURSOR; V_ATAS_T_LOAN_CNIC_WISE; V_ATAS_LOANS_DEFAULT","True"
"PKG_RPT.P_GET_ALL_LOANS_OF_CNIC","PKG_RPT","Confirmed Active","GetCNICLoanDetailsReport","RPT","V_ATAS_T_LOAN_CNIC_WISE","","T_CURSOR; V_ATAS_T_LOAN_CNIC_WISE","True"
"PKG_RPT.P_GET_LOAN_TO_DEFAULT_HISTORY","PKG_RPT","Confirmed Active","GetDefaultCNICLoanDetailsReport","RPT","V_ATAS_LOANS_DEFAULT; TEMP_ATAS_T_DISB_STATUS","","T_CURSOR; V_ATAS_LOANS_DEFAULT","True"
"PKG_RPT.P_FIND_GIST","PKG_RPT","Confirmed Active","GetAuditReportParaByGistKeyword","RPT","T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_OBSERVATION_FAD; V_GET_PARA_GIST; T_AUDIT_CHECKLIST_ANNEXURE","","T_CURSOR; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_OBSERVATION_FAD; V_GET_PARA_GIST; T_AUDIT_CHECKLIST_ANNEXURE","True"
"PKG_RPT.P_GET_COM_PROGREE_REPORT ","PKG_RPT","Confirmed Active","GetComplianceProgressReport","RPT","","","","False"
"PKG_RPT.P_GET_COM_PROGREE_REPORT_DETAIL ","PKG_RPT","Confirmed Active","GetComplianceProgressReportDetails","RPT","","","","False"
"PKG_RPT.P_GET_ENTITY_TYPE_FOR_SETTLEMENT","PKG_RPT","Confirmed Active","GetEntityTypesForSettlementReport","RPT","T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES","","T_CURSOR; T_F; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES","True"
"PKG_RPT.P_GET_COMPLIANCE_REPORT","PKG_RPT","Confirmed Active","GetSettledParasForComplianceReport","RPT","V_GET_SETTLEMENT_REPORT; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_COM","","T_CURSOR; V_GET_SETTLEMENT_REPORT; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_COM","True"
"PKG_RPT.P_GET_PARA_POSITION_SUM","PKG_RPT","Confirmed Active","GetParasForComplianceSummaryReport","RPT","V_GET_RPT_PARA_POISTION; T_AUDITEE_ENTITIES; V_GET_RPT_PARA_POISTION_REGIONS; T_AUDITEE_ENTITIES_MAPING","","T_CURSOR; T_PARAS; T_S_PARAS; T_OS_PARAS; V_GET_RPT_PARA_POISTION; T_AUDITEE_ENTITIES; V_GET_RPT_PARA_POISTION_REGIONS; T_AUDITEE_ENTITIES_MAPING","True"
"PKG_RPT.P_DELAY_AUDITS","PKG_RPT","Confirmed Active","GetEngagementPlanDelayAnalysisReport","RPT","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS","","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS","True"
