"PackageName","ProcedureCall","Status","Modules","Methods","ReadObjects","WriteObjects","ObjectRefs","MappingFound","RecommendedTreatment"
"PKG_AD","PKG_AD.P_GETALLTOPMENUS","Confirmed Active","AD","GetAllTopMenus","T_MENU","","T_CURSOR; T_MENU","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETALLMENUPAGES","Confirmed Active","AD","GetAllMenuPages","T_MENU_PAGES","","T_MENU_PAGES; T_CURSOR","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETASSIGNEDMENUPAGES","Confirmed Active","AD","GetAssignedMenuPages","T_MENU_PAGES; T_MENU_PAGES_GROUPMAP","","T_MENU_PAGES_GROUPMAP; T_MENU_PAGES; T_CURSOR","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_UPDATEALLMENUPAGES","Confirmed Active","AD","UpdateMenuPagesAssignment","","T_MENU_PAGES","T_MENU_PAGES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETGROUPS","Confirmed Active","AD","GetGroups","T_GROUPS","","T_CURSOR; T_GROUPS","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_ADDGROUP","Confirmed Active","AD","AddGroup","T_GROUPS","T_GROUPS","T_GROUPS","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GROUP_UPDATE","Confirmed Active","AD","AddGroup","","T_GROUPS","T_GROUPS","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETROLERESPONSIBILITIES","Confirmed Active","AD","GetHRDesignation; GetRoleResponsibilities","T_HR_DESIGNATIONS","","T_CURSOR; T_HR_DESIGNATIONS","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_ANNEXURE","Confirmed Active","AD","GetAnnexuresForChecklistDetail","T_AUDIT_CHECKLIST_ANNEXURE; T_AUDIT_CHECKLIST_ANNEXURE_PROCESS; T_RISK; T_AUDITEE_ENTITIES","","T_CURSOR; T_AUDIT_CHECKLIST_ANNEXURE; T_AUDIT_CHECKLIST_ANNEXURE_PROCESS; T_RISK; T_AUDITEE_ENTITIES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_ALLUSERS","Confirmed Active","AD","GetAllUsers; GetMatchedPPNumbers","V_SERVICE_EMPLOYEEINFO; T_USER; T_EMAIL_ADDRESS; T_AUDITEE_ENTITIES; V_GET_PARENT_OFFICE; T_AUDITEE_ENT_TYPES; T_USER_MAPING; T_GROUPS","","T_USER; V_SERVICE_EMPLOYEEINFO; T_GROUPS; T_CURSOR; V_EMAIL; T_EMAIL_ADDRESS; T_AUDITEE_ENTITIES; V_GET_PARENT_OFFICE; T_AUDITEE_ENT_TYPES; T_USER_MAPING","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_ADD_NEW_USER","Confirmed Active","AD","AddNewUser","T_USER_MAPING; T_USER; V_SERVICE_EMPLOYEEINFO; DUAL","T_USER_MAPING; T_USER","T_CURSOR; T_USER_MAPING; T_USER; V_SERVICE_EMPLOYEEINFO","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_ENTITY_TYPE","Confirmed Active","AD","GetAuditEntityTypes","T_AUDITEE_ENT_TYPES","","T_CURSOR; T_AUDITEE_ENT_TYPES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_AUDITED_BY","Confirmed Active","AD","GetAuditBy","T_AUDIT_DEPARTMENTS","","T_CURSOR; T_AUDIT_DEPARTMENTS","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETAUDITEEENTITYTYPES","Confirmed Active","AD","GetAuditeeEntities; GetEntityTypeList","T_AUDITEE_ENT_TYPES","","T_CURSOR; T_AUDITEE_ENT_TYPES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETENTITEES_FOR_UPDATE","Confirmed Active","AD","GetAuditeeEntitiesForUpdate","T_AUDITEE_ENTITIES; T_RISK; T_AUDITEE_ENTITIES_SIZE_DISC; T_AUDITEE_ENTITIES_UPDATE_AZ","","T_CURSOR; T_AUDITEE_ENTITIES; T_RISK; T_AUDITEE_ENTITIES_SIZE_DISC; T_AUDITEE_ENTITIES_UPDATE_AZ","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETENTITEES_FOR_UPDATE_COMP","Confirmed Active","AD","GetAuditeeEntitiesForUpdateForAuthorization","T_AUDITEE_ENTITIES_UPDATE_AZ; T_AUDITEE_ENTITIES; T_RISK; T_AUDITEE_ENTITIES_SIZE_DISC","","T_CURSOR; T_AUDITEE_ENTITIES_UPDATE_AZ; T_AUDITEE_ENTITIES; T_RISK; T_AUDITEE_ENTITIES_SIZE_DISC","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETENTITEES_FOR_UPDATE_AUTHORIZATION","Confirmed Active","AD","GetAuditeeEntitiesForAuthorization","T_AUDITEE_ENTITIES_UPDATE_AZ; T_AUDITEE_ENTITIES; T_RISK; T_AUDITEE_ENTITIES_SIZE_DISC","","T_CURSOR; T_AUDITEE_ENTITIES_UPDATE_AZ; T_AUDITEE_ENTITIES; T_RISK; T_AUDITEE_ENTITIES_SIZE_DISC","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_UPDATE_ENTITIES","Confirmed Active","AD","UpdateAuditeeEntity","T_AUDITEE_ENTITIES_UPDATE_AZ; T_AUDITEE_ENTITIES; DUAL","T_AUDITEE_ENTITIES_UPDATE_AZ; T_AUDITEE_ENTITIES; TO","T_CURSOR; V_NEW_ID; V_PENDING_COUNT; T_AUDITEE_ENTITIES_UPDATE_AZ; T_AUDITEE_ENTITIES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_AUDITEE_ENTITIES","Confirmed Active","AD","GetAISEntities","T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES","","T_ID; T_CURSOR; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_CBAS_ENTITIES","Confirmed Active","AD","GetCBASEntities","V_GET_CBAS_ENTITIES","","T_CURSOR; V_GET_CBAS_ENTITIES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_ERP_ENTITIES","Confirmed Active","AD","GetERPEntities","DUAL; V_ERP_DEPARTMENTS","","T_CURSOR; V_ERP_DEPARTMENTS","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_HR_ENTITIES","Confirmed Active","AD","GetHREntities; GetHREntitiesForAdminPanelEntityAddition","V_GET_HR_ENTITIES","","T_CURSOR; V_GET_HR_ENTITIES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_ADDAUDITENTITY","Confirmed Active","AD","AddAuditEntity","T_AUDITEE_ENT_TYPES","T_AUDITEE_ENT_TYPES","T_AUDITEE_ENT_TYPES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETAUDITSUBENTITIES","Low-Confidence / Needs Verification","AD","GetAuditSubEntities","T_AUDITEE_ENTITEE_SUBENTITY","","T_CURSOR; T_AUDITEE_ENTITEE_SUBENTITY","True","Investigate before exclusion; package source not fully mapped"
"PKG_AD","PKG_AD.UPDATE_USERS","Confirmed Active","AD","UpdateUser","T_USER_MAPING; T_USER; T_EMAIL_ADDRESS; T_EMP_EMAILS; T_AU_REMARKS","T_USER; T_USER_MAPING; T_EMAIL_ADDRESS; T_EMP_EMAILS","T_USER; T_USER_MAPING; T_CURSOR; V_COUNT; T_EMAIL_ADDRESS; T_EMP_EMAILS; T_AU_REMARKS","True","Keep within future-state module design"
"PKG_AD","PKG_AD.RESET_USER_PASSWORD","Confirmed Active","AD","ResetUserPassword","T_USER; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES; DUAL; V_SERVICE_EMPLOYEEINFO; V_EMAILS","PASSWORD; T_USER","T_USER; T_CURSOR; V_ENT_TYPE; V_ENT_ID; V_EMP_CNIC_RAW; V_EMP_CNIC_NORM; V_CNIC_NORM; V_EMAIL_PRIMARY; V_EMAIL_BRANCH; V_EMP_NAME; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES; V_SERVICE_EMPLOYEEINFO; V_EMAILS","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_ADDGROUPMENUITEMSASSIGNMENT","Confirmed Active","AD","AddGroupMenuItemsAssignment","T_MENU_PAGES_GROUPMAP; T_AU_API_MASTER; T_AU_ROLE_API_PERMISSION","T_MENU_PAGES_GROUPMAP; T_AU_ROLE_API_PERMISSION","T_MENU_PAGES_GROUPMAP; T_AU_ROLE_API_PERMISSION; T_AU_API_MASTER","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_REMOVEGROUPMENUITEMSASSIGNMENT","Confirmed Active","AD","RemoveGroupMenuItemsAssignment","T_MENU_PAGES_GROUPMAP; T_AU_ROLE_API_PERMISSION; T_AU_API_MASTER","T_MENU_PAGES_GROUPMAP; T_AU_ROLE_API_PERMISSION","T_MENU_PAGES_GROUPMAP; T_AU_ROLE_API_PERMISSION; T_AU_API_MASTER","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETAUDITZONES","Confirmed Active","AD","GetAuditZones","T_AUDITEE_ENTITIES","","T_AUDITEE_ENTITIES; T_CURSOR","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETBRANCHES","Confirmed Active","AD","GetBranches","V_SERVICE_BRANCH","","T_CURSOR; V_SERVICE_BRANCH; V_SERVICE_ZONES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETZONES","Confirmed Active","AD","GetZones","T_AUDITEE_ENTITIES","","T_CURSOR; T_AUDITEE_ENTITIES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETZONESFORHOMOINTORING","Confirmed Active","AD","GetZonesoldparamointoring","T_AUDITEE_ENTITIES; V_GET_PARENT_OFFICE; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENT_TYPES","","T_CURSOR; T_AUDITEE_ENTITIES; V_GET_PARENT_OFFICE; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENT_TYPES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETBRANCHSIZES","Confirmed Active","AD","GetBranchSizes","T_AUDITEE_ENTITIES_SIZE_DISC","","T_CURSOR; T_AUDITEE_ENTITIES_SIZE_DISC","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETCONTROLVIOLATIONS","Confirmed Active","AD","GetControlViolations","T_R_SUB_GROUP","","T_CURSOR; T_R_SUB_GROUP","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETSUBENTITIES","Confirmed Active","AD","GetSubEntities","T_AUDITEE_ENTITEE_SUBENTITY; T_AUDITEE_ENTITIES_MAPING","","T_CURSOR; T_AUDITEE_ENTITEE_SUBENTITY; T_AUDITEE_ENTITIES_MAPING","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_ADDSUBENTITY","Confirmed Active","AD","AddSubEntity","T_AUDITEE_ENTITEE_SUBENTITY","T_AUDITEE_ENTITEE_SUBENTITY","T_AUDITEE_ENTITEE_SUBENTITY","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_UPDATESUBENTITY","Confirmed Active","AD","UpdateSubEntity","","T_AUDITEE_ENTITEE_SUBENTITY","T_AUDITEE_ENTITEE_SUBENTITY","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_AUDIT_TEAM_POSTCHANGES","Confirmed Active","AD","GetAuditOngoingEngagementPlans","T_AU_AUDIT_TEAM_TASKLIST; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAMS; T_AU_PLAN_ENG","","T_CURSOR; T_NAME; T_AU_AUDIT_TEAM_TASKLIST; T_AU_TEAM_MEMBERS; T_ID; T_AU_AUDIT_TEAMS; T_AU_PLAN_ENG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETRISKPROCESSDETAILS","Confirmed Active","AD","GetRiskProcessDetails","T_AUDIT_CHECKLIST; T_AUDIT_CHECKLIST_SUB","","T_CURSOR; T_AUDIT_CHECKLIST; T_ID; T_AUDIT_CHECKLIST_SUB","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_SUB_CHECKLIST_UPDATE_BYID","Confirmed Active","AD","GetSubChecklistComparisonDetailById","V_SUB_CHECKLIST_UPDATE_EXITING; V_SUB_CHECKLIST_UPDATE_PROPOSE","","T_CURSOR; T_ID; V_SUB_CHECKLIST_UPDATE_EXITING; V_SUB_CHECKLIST_UPDATE_PROPOSE","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_CHECKLIST_UPDATE_BYID","Confirmed Active","AD","GetChecklistComparisonDetailById","V_CHECKLIST_UPDATE_EXITING; V_CHECKLIST_UPDATE_PROPOSE","","T_CURSOR; V_CHECKLIST_UPDATE_EXITING; V_CHECKLIST_UPDATE_PROPOSE","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_CHECKLIST_UPDATE_BYID_REF","Confirmed Active","AD","GetChecklistComparisonDetailByIdForRefferedBack","V_CHECKLIST_UPDATE_EXITING; V_CHECKLIST_UPDATE_PROPOSE_ID","","T_CURSOR; V_CHECKLIST_UPDATE_EXITING; V_CHECKLIST_UPDATE_PROPOSE_ID","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETRISKPROCESSTRANSACTIONS","Confirmed Active","AD","GetRiskProcessTransactions","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_R_SUB_GROUP; T_HR_DESIGNATIONS; T_AUDITEE_ENTITIES","","T_CURSOR; V_NAME; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_ID; T_R_SUB_GROUP; V_ID; T_HR_DESIGNATIONS; T_AUDITEE_ENTITIES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_UPDATED_SUB_CHECKLIST_FOR_REVIEW","Confirmed Active","AD","GetUpdatedSubChecklistForReviewAndAuthorize","T_AUDIT_CHECKLIST; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_SUB_CHANGE; V_SUB_CHECKLIST_REFFEREDBACK_COMMENTS; T_AUDIT_CHECKLIST_DETAILS_LOG","","T_CURSOR; T_ID; T_AUDIT_CHECKLIST; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_SUB_CHANGE; V_SUB_CHECKLIST_REFFEREDBACK_COMMENTS; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_UPDATED_CHECKLIST_FOR_REVIEW","Confirmed Active","AD","GetUpdatedChecklistDetailsForReviewAndAuthorize","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_R_SUB_GROUP; T_HR_DESIGNATIONS; T_AUDITEE_ENTITIES; T_RISK; V_CHECKLIST_REFFEREDBACK_COMMENTS; T_AUDIT_CHECKLIST_DETAILS_LOG","","T_CURSOR; V_ID; V_NAME; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_ID; T_R_SUB_GROUP; T_HR_DESIGNATIONS; T_AUDITEE_ENTITIES; T_RISK; V_CHECKLIST_REFFEREDBACK_COMMENTS; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_AUDIT_CHECKLIST","Confirmed Active","AD","AddAuditChecklist; AddRiskProcess","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST; DUAL","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST","T_CURSOR; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST; T_ID","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_AUDIT_CHECKLIST_SUB","Confirmed Active","AD","AddAuditSubChecklist; AddRiskSubProcess","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_SUB_CHANGE; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_DETAILS_LOG; DUAL","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_SUB_CHANGE; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_DETAILS_LOG","T_CURSOR; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_SUB_CHANGE; T_AUDIT_CHECKLIST_SUB; T_ID; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_AUDIT_CHECKLIST_DETAIL","Confirmed Active","AD","AddAuditChecklistDetail; AddRiskSubProcessTransaction","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_DETAILS_LOG; DUAL","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_DETAILS_LOG","T_CURSOR; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_DETAILS; V_ID; T_AUDIT_CHECKLIST_DETAILS_LOG; T_ID","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_APPROVED_SUB_PROCESS_BY_AUTHORIZER","Confirmed Active","AD","AuthorizeSubProcessByAuthorizer","T_AU_ACTIVITY_LOG; DUAL; T_AUDIT_CHECKLIST_SUB_CHANGE; T_AUDIT_CHECKLIST_DETAILS_LOG","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_SUB_CHANGE; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_DETAILS_LOG","T_CURSOR; V_F; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_SUB_CHANGE; T_ID; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_REFFEREDBACK_SUB_CHECKLIST_BY_REVIEWER","Confirmed Active","AD","RefferedBackSubProcessByAuthorizer","T_AUDIT_CHECKLIST_DETAILS_LOG; DUAL","T_AUDIT_CHECKLIST_SUB_CHANGE; T_AUDIT_CHECKLIST_DETAILS_LOG","T_CURSOR; T_AUDIT_CHECKLIST_SUB_CHANGE; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_RECOMMEND_CHECKLIST_BY_REVIEWER","Confirmed Active","AD","RecommendProcessTransactionByReviewer","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_LOG; DUAL","T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_LOG","T_ID; T_CURSOR; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_REFFEREDBACK_CHECKLIST_BY_REVIEWER","Confirmed Active","AD","RefferedBackProcessTransactionByReviewer","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_LOG; DUAL","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_DETAILS_LOG","T_ID; T_CURSOR; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_APPROVE_CHECKLIST_BY_AUTHORIZER","Confirmed Active","AD","AuthorizeProcessTransactionByAuthorizer","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_DETAILS_LOG; DUAL","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_DETAILS; T_AU_OBSERVATION; T_AUDIT_CHECKLIST_DETAILS_LOG","T_ID; T_CURSOR; V_F; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_DETAILS_CHANGE; V_ID; T_AU_OBSERVATION; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_REFFEREDBACK_CHECKLIST_BY_AUTHORIZER","Confirmed Active","AD","RefferedBackProcessTransactionByAuthorizer","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_LOG; DUAL","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_DETAILS_LOG","T_ID; T_CURSOR; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETRISKS","Confirmed Active","AD","GetRisks","T_RISK","","T_CURSOR; T_RISK","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_SUBCHECKILIST","Confirmed Active","AD","GetAuthorizeMergeSubChecklist","T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_SUB_MERGER","","T_CURSOR; T_ID; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_SUB_MERGER","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_ANNEXURE_PROCESS","Confirmed Active","AD","GetAnnexureProcess","T_AUDIT_CHECKLIST_ANNEXURE_PROCESS","","T_CURSOR; T_AUDIT_CHECKLIST_ANNEXURE_PROCESS","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETLATESTCOMMENTSONPROCESS","Likely Active","AD","GetLatestCommentsOnProcess","T_AUDIT_CHECKLIST_DETAILS_LOG","","T_CURSOR; T_AUDIT_CHECKLIST_DETAILS_LOG; T_ID","True","Validate before DDL freeze"
"PKG_AD","PKG_AD.P_GET_SUB_CHECKLIST_MAKER","Confirmed Active","AD","GetAuditSubChecklist","T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; V_SUB_CHECKLIST_UPDATE_EXITING; V_SUB_CHECKLIST_REFFEREDBACK_COMMENTS; T_AUDIT_CHECKLIST_DETAILS_LOG","","T_CURSOR; T_ID; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; V_SUB_CHECKLIST_UPDATE_EXITING; V_SUB_CHECKLIST_REFFEREDBACK_COMMENTS; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_AUDIT_CHECKLIST_UPDATE","Confirmed Active","AD","UpdateAuditChecklist","T_AU_ACTIVITY_LOG; DUAL","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST","T_CURSOR; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST; T_ID","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_AUDIT_CHECKLIST_SUB_UPDATE","Confirmed Active","AD","UpdateAuditSubChecklist","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_LOG; DUAL","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_SUB_CHANGE; T_AUDIT_CHECKLIST_DETAILS_LOG","T_CURSOR; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_SUB_CHANGE; T_ID; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETCHECKLISTDETAILBYSUBPROCESSID","Confirmed Active","AD","GetAuditChecklistDetail","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_DETAILS_CHANGE","","T_CURSOR; V_ID; T_NAME; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_DETAILS_CHANGE","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_CHECKLISTDETAIL_FOR_DUPLICATE","Confirmed Active","AD","GetAuditChecklistDetailForRemoveDuplicate","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_DETAILS_CHANGE","","T_CURSOR; V_ID; T_NAME; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_DETAILS_CHANGE","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_CHECKLISTDETAIL_FOR_SUBCHECKLIST","Confirmed Active","AD","GetChecklistDetailForSubProcess","T_AUDIT_CHECKLIST_DETAILS","","T_CURSOR; T_AUDIT_CHECKLIST_DETAILS","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETCHECKLISTDETAIL_REF","Confirmed Active","AD","GetReferredBackAuditChecklistDetail","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_AUDIT_CHECKLIST_DETAILS_CHANGE; V_CHECKLIST_REFFEREDBACK_COMMENTS; T_AUDIT_CHECKLIST_DETAILS_LOG","","T_CURSOR; T_ID; V_ID; T_NAME; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_AUDIT_CHECKLIST_DETAILS_CHANGE; V_CHECKLIST_REFFEREDBACK_COMMENTS; T_AUDIT_CHECKLIST_DETAILS_LOG","True","Keep within future-state module design"
"PKG_AD","PKG_AD.AUDIT_CHECKLIST_DETAIL_UPDATE","Confirmed Active","AD","UpdateAuditChecklistDetail","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_LOG; T_AUDIT_CHECKLIST_DETAILS; DUAL","T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_DETAILS_LOG","T_CURSOR; T_AU_ACTIVITY_LOG; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_DETAILS_LOG; T_ID; T_AUDIT_CHECKLIST_DETAILS","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETCHILDPOSTING","Confirmed Active","AD","Getchildposting","T_AUDITEE_ENTITIES; V_GET_PARENT_OFFICE; T_AUDITEE_ENT_TYPES; T_AUDITEE_ENTITIES_MAPING","","T_CURSOR; T_AUDITEE_ENTITIES; V_GET_PARENT_OFFICE; T_AUDITEE_ENT_TYPES; T_AUDITEE_ENTITIES_MAPING","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETPARENTREPOFFICE","Confirmed Active","AD","Getparentrepoffice","T_AUDITEE_ENT_RELATION","","T_CURSOR; T_AUDITEE_ENT_RELATION; T_AUDITEE_ENT_TYPES; V_GET_PARENT_OFFICE","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GET_COMPLIANCE_OFFICE","Confirmed Active","AD","GetComplianceOfficer; GetComplianceUnits","V_GET_COMPLIANCE_REVIEWER_APPROVER; T_AUDITEE_ENTITIES","","T_CURSOR; V_GET_COMPLIANCE_REVIEWER_APPROVER; T_AUDITEE_ENTITIES","True","Keep within future-state module design"
"PKG_AD","PKG_AD.P_GETREALTIONSHIPTYPE","Confirmed Active","AD","Getrealtionshiptype","V_GET_REALTIONSHIPTYPE","","T_CURSOR; V_GET_REALTIONSHIPTYPE","True","Keep within future-state module design"
