sr	TABLE_NAME	COLUMN_ID	COLUMN_NAME	DATA_TYPE	DATA_LENGTH	DATA_PRECISION	DATA_SCALE	NULLABLE
1	AIS_T_AU_OBSERVATION	1	ID	NUMBER	22	8	0	N
2	AIS_T_AU_OBSERVATION	2	PARA_MIGRATED	VARCHAR2	500			Y
3	AIS_T_AU_OBSERVATION	3	ENGPLANID	NUMBER	22	8	0	N
4	AIS_T_AU_OBSERVATION	4	ENTITY_ID	NUMBER	22	8	0	Y
5	AIS_T_AU_OBSERVATION	5	ENTITY_CODE	NUMBER	22			Y
6	AIS_T_AU_OBSERVATION	6	STATUS	NUMBER	22	4	0	N
7	AIS_T_AU_OBSERVATION	7	ENTEREDBY	NUMBER	22	8	0	Y
8	AIS_T_AU_OBSERVATION	8	ENTEREDDATE	DATE	7			Y
9	AIS_T_AU_OBSERVATION	9	LASTUPDATEDBY	NUMBER	22	8	0	Y
10	AIS_T_AU_OBSERVATION	10	LASTUPDATEDDATE	DATE	7			Y
11	AIS_T_AU_OBSERVATION	11	AMOUNT_INVOLVED	VARCHAR2	500			Y
12	AIS_T_AU_OBSERVATION	12	SEVERITY	NUMBER	22	4	0	Y
13	AIS_T_AU_OBSERVATION	13	RESPONSIBILITY_ASSIGNED_ID	NUMBER	22			Y
14	AIS_T_AU_OBSERVATION	14	RISKMODEL_ID	NUMBER	22			Y
15	AIS_T_AU_OBSERVATION	15	CHECKLISTDETAIL_ID	NUMBER	22			Y
16	AIS_T_AU_OBSERVATION	16	V_CAT_ID	NUMBER	22			Y
17	AIS_T_AU_OBSERVATION	17	V_CAT_NATURE_ID	NUMBER	22			Y
18	AIS_T_AU_OBSERVATION	18	NO_OF_INSTANCES	NUMBER	22			Y
19	AIS_T_AU_OBSERVATION	19	ANNEX	NUMBER	22			Y
20	AIS_T_AU_OBSERVATION	20	MEMO_DATE	DATE	7			Y
21	AIS_T_AU_OBSERVATION	21	MEMO_NUMBER	NUMBER	22	4	0	Y
22	AIS_T_AU_OBSERVATION	22	DRAFT_PARA_NO	VARCHAR2	50			Y
23	AIS_T_AU_OBSERVATION	23	FINAL_PARA_NO	VARCHAR2	500			Y
24	AIS_T_AU_OBSERVATION	24	DRAFT_PARA_ADDED_ON	DATE	7			Y
25	AIS_T_AU_OBSERVATION	25	FINAL_PARA_ADDED_ON	DATE	7			Y
26	AIS_T_AU_OBSERVATION	26	STELLED_ON	DATE	7			Y
27	AIS_T_AU_OBSERVATION	27	SETTLED_BY	NUMBER	22			Y
28	AIS_T_AU_POST_COMPLIANCE	1	COM_ID	NUMBER	22			N
29	AIS_T_AU_POST_COMPLIANCE	2	OLD_PARA_ID	NUMBER	22			Y
30	AIS_T_AU_POST_COMPLIANCE	3	NEW_PARA_ID	NUMBER	22			Y
31	AIS_T_AU_POST_COMPLIANCE	4	AUDIT_PERIOD	VARCHAR2	500			Y
32	AIS_T_AU_POST_COMPLIANCE	5	ENTITY_ID	NUMBER	22			Y
33	AIS_T_AU_POST_COMPLIANCE	6	ENTITY_CODE	NUMBER	22			Y
34	AIS_T_AU_POST_COMPLIANCE	7	AUDITED_BY	NUMBER	22			Y
35	AIS_T_AU_POST_COMPLIANCE	8	ENTITY_TYPE_ID	NUMBER	22			Y
36	AIS_T_AU_POST_COMPLIANCE	9	COM_CYCLE	NUMBER	22			Y
37	AIS_T_AU_POST_COMPLIANCE	10	COM_STATUS	NUMBER	22			Y
38	AIS_T_AU_POST_COMPLIANCE	11	COM_STAGE	NUMBER	22			Y
39	AIS_T_AU_POST_COMPLIANCE	12	PARA_STATUS	NUMBER	22			Y
40	AIS_T_AU_POST_COMPLIANCE	13	PARA_NO	VARCHAR2	500			Y
41	AIS_T_AU_POST_COMPLIANCE	14	GIST_OF_PARAS	VARCHAR2	4000			Y
42	AIS_T_AU_POST_COMPLIANCE	15	SETTELED_ON	DATE	7			Y
43	AIS_T_AU_POST_COMPLIANCE	16	SETTELED_BY	NUMBER	22			Y
44	AIS_T_AU_POST_COMPLIANCE	17	IND	VARCHAR2	500			Y
45	AIS_T_AU_POST_COMPLIANCE	18	PARA_ADDED_ON	DATE	7			Y
46	AIS_T_AU_POST_COMPLIANCE	19	CAU_STATUS	NUMBER	22			Y
47	AIS_T_AU_POST_COMPLIANCE	20	CAU_ASSIGNED_ENT_ID	NUMBER	22			Y
48	AIS_T_AU_POST_COMPLIANCE	21	BR_RESPONSE_BY	NUMBER	22			Y
49	AIS_T_AU_POST_COMPLIANCE	22	BR_RESPONSE_ON	DATE	7			Y
50	AIS_T_AU_POST_COMPLIANCE	23	CAU_ASSIGNED_BY	NUMBER	22			Y
51	AIS_T_AU_POST_COMPLIANCE	24	CAU_ASSIGNED_ON	DATE	7			Y
52	AIS_T_AU_POST_COMPLIANCE	25	SETTLEMENT_COM_REVIEWED_BY	NUMBER	22			Y
53	AIS_T_AU_POST_COMPLIANCE	26	SETTLEMENT_COM_REVIEWED_ON	DATE	7			Y
54	AIS_T_AU_POST_COMPLIANCE	27	RISK	NUMBER	22			Y
55	AIS_T_AU_POST_COMPLIANCE	28	ANNEX	NUMBER	22			Y
56	AIS_T_AU_POST_COMPLIANCE	29	NO_OF_INSTANCES	NUMBER	22			Y
57	AIS_T_AU_POST_COMPLIANCE	30	ANNEX_REF_ID	NUMBER	22			Y
58	AIS_T_AU_POST_COMPLIANCE	31	AMOUNT	VARCHAR2	200			Y
59	AIS_T_AU_POST_COMPLIANCE	32	REFERENCE_REVIEWED	NUMBER	22	1	0	Y
60	AIS_T_AU_POST_COMPLIANCE_23_PARAS	1	COM_ID	NUMBER	22			Y
61	AIS_T_AU_POST_COMPLIANCE_23_PARAS	2	OLD_PARA_ID	NUMBER	22			Y
62	AIS_T_AU_POST_COMPLIANCE_23_PARAS	3	NEW_PARA_ID	NUMBER	22			Y
63	AIS_T_AU_POST_COMPLIANCE_23_PARAS	4	AUDIT_PERIOD	VARCHAR2	500			Y
64	AIS_T_AU_POST_COMPLIANCE_23_PARAS	5	ENTITY_ID	NUMBER	22			Y
65	AIS_T_AU_POST_COMPLIANCE_23_PARAS	6	ENTITY_CODE	NUMBER	22			Y
66	AIS_T_AU_POST_COMPLIANCE_23_PARAS	7	AUDITED_BY	NUMBER	22			Y
67	AIS_T_AU_POST_COMPLIANCE_23_PARAS	8	ENTITY_TYPE_ID	NUMBER	22			Y
68	AIS_T_AU_POST_COMPLIANCE_23_PARAS	9	COM_CYCLE	NUMBER	22			Y
69	AIS_T_AU_POST_COMPLIANCE_23_PARAS	10	COM_STATUS	NUMBER	22			Y
70	AIS_T_AU_POST_COMPLIANCE_23_PARAS	11	COM_STAGE	NUMBER	22			Y
71	AIS_T_AU_POST_COMPLIANCE_23_PARAS	12	PARA_STATUS	NUMBER	22			Y
72	AIS_T_AU_POST_COMPLIANCE_23_PARAS	13	PARA_NO	VARCHAR2	500			Y
73	AIS_T_AU_POST_COMPLIANCE_23_PARAS	14	GIST_OF_PARAS	VARCHAR2	4000			Y
74	AIS_T_AU_POST_COMPLIANCE_23_PARAS	15	SETTELED_ON	DATE	7			Y
75	AIS_T_AU_POST_COMPLIANCE_23_PARAS	16	SETTELED_BY	NUMBER	22			Y
76	AIS_T_AU_POST_COMPLIANCE_23_PARAS	17	IND	VARCHAR2	500			Y
77	AIS_T_AU_POST_COMPLIANCE_23_PARAS	18	PARA_ADDED_ON	DATE	7			Y
78	AIS_T_AU_POST_COMPLIANCE_23_PARAS	19	CAU_STATUS	NUMBER	22			Y
79	AIS_T_AU_POST_COMPLIANCE_23_PARAS	20	CAU_ASSIGNED_ENT_ID	NUMBER	22			Y
80	AIS_T_AU_POST_COMPLIANCE_BACKUP	1	COM_ID	NUMBER	22			Y
81	AIS_T_AU_POST_COMPLIANCE_BACKUP	2	OLD_PARA_ID	NUMBER	22			Y
82	AIS_T_AU_POST_COMPLIANCE_BACKUP	3	NEW_PARA_ID	NUMBER	22			Y
83	AIS_T_AU_POST_COMPLIANCE_BACKUP	4	AUDIT_PERIOD	VARCHAR2	500			Y
84	AIS_T_AU_POST_COMPLIANCE_BACKUP	5	ENTITY_ID	NUMBER	22			Y
85	AIS_T_AU_POST_COMPLIANCE_BACKUP	6	ENTITY_CODE	NUMBER	22			Y
86	AIS_T_AU_POST_COMPLIANCE_BACKUP	7	AUDITED_BY	NUMBER	22			Y
87	AIS_T_AU_POST_COMPLIANCE_BACKUP	8	ENTITY_TYPE_ID	NUMBER	22			Y
88	AIS_T_AU_POST_COMPLIANCE_BACKUP	9	COM_CYCLE	NUMBER	22			Y
89	AIS_T_AU_POST_COMPLIANCE_BACKUP	10	COM_STATUS	NUMBER	22			Y
90	AIS_T_AU_POST_COMPLIANCE_BACKUP	11	COM_STAGE	NUMBER	22			Y
91	AIS_T_AU_POST_COMPLIANCE_BACKUP	12	PARA_STATUS	NUMBER	22			Y
92	AIS_T_AU_POST_COMPLIANCE_BACKUP	13	PARA_NO	VARCHAR2	500			Y
93	AIS_T_AU_POST_COMPLIANCE_BACKUP	14	GIST_OF_PARAS	VARCHAR2	4000			Y
94	AIS_T_AU_POST_COMPLIANCE_BACKUP	15	SETTELED_ON	DATE	7			Y
95	AIS_T_AU_POST_COMPLIANCE_BACKUP	16	SETTELED_BY	NUMBER	22			Y
96	AIS_T_AU_POST_COMPLIANCE_BACKUP	17	IND	VARCHAR2	500			Y
97	AIS_T_AU_POST_COMPLIANCE_BACKUP	18	PARA_ADDED_ON	DATE	7			Y
98	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	1	COM_ID	NUMBER	22			Y
99	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	2	OLD_PARA_ID	NUMBER	22			Y
100	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	3	NEW_PARA_ID	NUMBER	22			Y
101	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	4	AUDIT_PERIOD	VARCHAR2	500			Y
102	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	5	ENTITY_ID	NUMBER	22			Y
103	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	6	ENTITY_CODE	NUMBER	22			Y
104	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	7	AUDITED_BY	NUMBER	22			Y
105	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	8	ENTITY_TYPE_ID	NUMBER	22			Y
106	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	9	COM_CYCLE	NUMBER	22			Y
107	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	10	COM_STATUS	NUMBER	22			Y
108	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	11	COM_STAGE	NUMBER	22			Y
109	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	12	PARA_STATUS	NUMBER	22			Y
110	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	13	PARA_NO	VARCHAR2	500			Y
111	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	14	GIST_OF_PARAS	VARCHAR2	4000			Y
112	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	15	SETTELED_ON	DATE	7			Y
113	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	16	SETTELED_BY	NUMBER	22			Y
114	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	17	IND	VARCHAR2	500			Y
115	AIS_T_AU_POST_COMPLIANCE_BACKUP_23082024	18	PARA_ADDED_ON	DATE	7			Y
116	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	1	ID	NUMBER	22			N
117	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	2	FILE_NAME	VARCHAR2	100			N
118	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	3	LENGTH	NUMBER	22	8	0	N
119	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	4	TEXTID	NUMBER	22	8	0	N
120	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	5	ENTEREDBY	NUMBER	22	8	0	N
121	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	6	ENTEREDDATE	DATE	7			N
122	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	7	LASTUPDATEDBY	NUMBER	22			Y
123	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	8	LASTUPDATEDDATE	DATE	7			Y
124	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	9	SEQUENCE	NUMBER	22	5	0	N
125	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	10	DESCRIPTION	VARCHAR2	250			Y
126	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	11	COMP_ID	NUMBER	22	8	0	Y
127	AIS_T_AU_POST_COMPLIANCE_EVIDENCE	12	FILE_DATA	CLOB	4000			Y
128	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	1	ID	NUMBER	22			N
129	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	2	FILE_NAME	VARCHAR2	100			N
130	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	3	LENGTH	NUMBER	22	8	0	N
131	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	4	TEXTID	NUMBER	22	8	0	N
132	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	5	ENTEREDBY	NUMBER	22	8	0	N
133	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	6	ENTEREDDATE	DATE	7			N
134	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	7	LASTUPDATEDBY	NUMBER	22			Y
135	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	8	LASTUPDATEDDATE	DATE	7			Y
136	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	9	SEQUENCE	NUMBER	22	5	0	N
137	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	10	DESCRIPTION	VARCHAR2	250			Y
138	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	11	COMP_ID	NUMBER	22	8	0	Y
139	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE	12	FILE_DATA	CLOB	4000			Y
140	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	1	ID	NUMBER	22			N
141	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	2	FILE_NAME	VARCHAR2	100			N
142	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	3	LENGTH	NUMBER	22	8	0	N
143	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	4	TEXTID	NUMBER	22	8	0	N
144	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	5	ENTEREDBY	NUMBER	22	8	0	N
145	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	6	ENTEREDDATE	DATE	7			N
146	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	7	LASTUPDATEDBY	NUMBER	22			Y
147	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	8	LASTUPDATEDDATE	DATE	7			Y
148	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	9	SEQUENCE	NUMBER	22	5	0	N
149	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	10	DESCRIPTION	VARCHAR2	250			Y
150	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	11	COMP_ID	NUMBER	22	8	0	Y
151	AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU	12	FILE_DATA	CLOB	4000			Y
152	AIS_T_AU_POST_COMPLIANCE_FR	1	COM_ID	NUMBER	22			N
153	AIS_T_AU_POST_COMPLIANCE_FR	2	OLD_PARA_ID	NUMBER	22			Y
154	AIS_T_AU_POST_COMPLIANCE_FR	3	NEW_PARA_ID	NUMBER	22			Y
155	AIS_T_AU_POST_COMPLIANCE_FR	4	AUDIT_PERIOD	VARCHAR2	500			Y
156	AIS_T_AU_POST_COMPLIANCE_FR	5	ENTITY_ID	NUMBER	22			Y
157	AIS_T_AU_POST_COMPLIANCE_FR	6	ENTITY_CODE	NUMBER	22			Y
158	AIS_T_AU_POST_COMPLIANCE_FR	7	AUDITED_BY	NUMBER	22			Y
159	AIS_T_AU_POST_COMPLIANCE_FR	8	ENTITY_TYPE_ID	NUMBER	22			Y
160	AIS_T_AU_POST_COMPLIANCE_FR	9	COM_CYCLE	NUMBER	22			Y
161	AIS_T_AU_POST_COMPLIANCE_FR	10	COM_STATUS	NUMBER	22			Y
162	AIS_T_AU_POST_COMPLIANCE_FR	11	COM_STAGE	NUMBER	22			Y
163	AIS_T_AU_POST_COMPLIANCE_FR	12	PARA_STATUS	NUMBER	22			Y
164	AIS_T_AU_POST_COMPLIANCE_FR	13	PARA_NO	VARCHAR2	500			Y
165	AIS_T_AU_POST_COMPLIANCE_FR	14	GIST_OF_PARAS	VARCHAR2	4000			Y
166	AIS_T_AU_POST_COMPLIANCE_FR	15	SETTELED_ON	DATE	7			Y
167	AIS_T_AU_POST_COMPLIANCE_FR	16	SETTELED_BY	NUMBER	22			Y
168	AIS_T_AU_POST_COMPLIANCE_FR	17	IND	VARCHAR2	500			Y
169	AIS_T_AU_POST_COMPLIANCE_FR	18	PARA_ADDED_ON	DATE	7			Y
170	AIS_T_AU_POST_COMPLIANCE_FR	19	CAU_STATUS	NUMBER	22			Y
171	AIS_T_AU_POST_COMPLIANCE_FR	20	CAU_ASSIGNED_ENT_ID	NUMBER	22			Y
172	AIS_T_AU_POST_COMPLIANCE_FR	21	BR_RESPONSE_BY	NUMBER	22			Y
173	AIS_T_AU_POST_COMPLIANCE_FR	22	BR_RESPONSE_ON	DATE	7			Y
174	AIS_T_AU_POST_COMPLIANCE_FR	23	CAU_ASSIGNED_BY	NUMBER	22			Y
175	AIS_T_AU_POST_COMPLIANCE_FR	24	CAU_ASSIGNED_ON	DATE	7			Y
176	AIS_T_AU_POST_COMPLIANCE_FR	25	SETTLEMENT_COM_REVIEWED_BY	NUMBER	22			Y
177	AIS_T_AU_POST_COMPLIANCE_FR	26	SETTLEMENT_COM_REVIEWED_ON	DATE	7			Y
178	AIS_T_AU_POST_COMPLIANCE_FR	27	RISK	NUMBER	22			Y
179	AIS_T_AU_POST_COMPLIANCE_FR	28	ANNEX	NUMBER	22			Y
180	AIS_T_AU_POST_COMPLIANCE_FR	29	NO_OF_INSTANCES	NUMBER	22			Y
181	AIS_T_AU_POST_COMPLIANCE_FR	30	ANNEX_REF_ID	NUMBER	22			Y
182	AIS_T_AU_POST_COMPLIANCE_FR	31	AMOUNT	VARCHAR2	200			Y
183	AIS_T_AU_POST_COMPLIANCE_FR	32	REFERENCE_REVIEWED	NUMBER	22	1	0	Y
184	AIS_T_AU_POST_COMPLIANCE_HISTORY	1	HIST_ID	NUMBER	22			Y
185	AIS_T_AU_POST_COMPLIANCE_HISTORY	2	COM_ID	NUMBER	22			Y
186	AIS_T_AU_POST_COMPLIANCE_HISTORY	3	COM_CYCLE	NUMBER	22			Y
187	AIS_T_AU_POST_COMPLIANCE_HISTORY	4	COM_STATUS	NUMBER	22			Y
188	AIS_T_AU_POST_COMPLIANCE_HISTORY	5	COM_STAGE	NUMBER	22			Y
189	AIS_T_AU_POST_COMPLIANCE_HISTORY	6	COMMENT_BY_ROLE	VARCHAR2	500			Y
190	AIS_T_AU_POST_COMPLIANCE_HISTORY	7	COMMENT_BY_PPNO	NUMBER	22			Y
191	AIS_T_AU_POST_COMPLIANCE_HISTORY	8	COMMENT_ON	DATE	7			Y
192	AIS_T_AU_POST_COMPLIANCE_HISTORY	9	COMMENTS	VARCHAR2	1000			Y
193	AIS_T_AU_POST_COMPLIANCE_HISTORY	10	COM_FLOW	VARCHAR2	2			Y
194	AIS_T_AU_POST_COMPLIANCE_HISTORY_BACKUP	1	HIST_ID	NUMBER	22			Y
195	AIS_T_AU_POST_COMPLIANCE_HISTORY_BACKUP	2	COM_ID	NUMBER	22			Y
196	AIS_T_AU_POST_COMPLIANCE_HISTORY_BACKUP	3	COM_CYCLE	NUMBER	22			Y
197	AIS_T_AU_POST_COMPLIANCE_HISTORY_BACKUP	4	COM_STATUS	NUMBER	22			Y
198	AIS_T_AU_POST_COMPLIANCE_HISTORY_BACKUP	5	COM_STAGE	NUMBER	22			Y
199	AIS_T_AU_POST_COMPLIANCE_HISTORY_BACKUP	6	COMMENT_BY_ROLE	VARCHAR2	500			Y
200	AIS_T_AU_POST_COMPLIANCE_HISTORY_BACKUP	7	COMMENT_BY_PPNO	NUMBER	22			Y
201	AIS_T_AU_POST_COMPLIANCE_HISTORY_BACKUP	8	COMMENT_ON	DATE	7			Y
202	AIS_T_AU_POST_COMPLIANCE_HISTORY_BACKUP	9	COMMENTS	VARCHAR2	1000			Y
203	AIS_T_AU_POST_COMPLIANCE_HISTORY_BACKUP	10	COM_FLOW	VARCHAR2	2			Y
204	AIS_T_AU_POST_COMPLIANCE_HISTORY_DIFF_AIS_COM	1	HIST_ID	NUMBER	22			Y
205	AIS_T_AU_POST_COMPLIANCE_HISTORY_DIFF_AIS_COM	2	COM_ID	NUMBER	22			Y
206	AIS_T_AU_POST_COMPLIANCE_HISTORY_DIFF_AIS_COM	3	COM_CYCLE	NUMBER	22			Y
207	AIS_T_AU_POST_COMPLIANCE_HISTORY_DIFF_AIS_COM	4	COM_STATUS	NUMBER	22			Y
208	AIS_T_AU_POST_COMPLIANCE_HISTORY_DIFF_AIS_COM	5	COM_STAGE	NUMBER	22			Y
209	AIS_T_AU_POST_COMPLIANCE_HISTORY_DIFF_AIS_COM	6	COMMENT_BY_ROLE	VARCHAR2	500			Y
210	AIS_T_AU_POST_COMPLIANCE_HISTORY_DIFF_AIS_COM	7	COMMENT_BY_PPNO	NUMBER	22			Y
211	AIS_T_AU_POST_COMPLIANCE_HISTORY_DIFF_AIS_COM	8	COMMENT_ON	DATE	7			Y
212	AIS_T_AU_POST_COMPLIANCE_HISTORY_DIFF_AIS_COM	9	COMMENTS	VARCHAR2	1000			Y
213	AIS_T_AU_POST_COMPLIANCE_HISTORY_DIFF_AIS_COM	10	COM_FLOW	VARCHAR2	2			Y
214	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	1	COM_ID	NUMBER	22			Y
215	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	2	OLD_PARA_ID	NUMBER	22			Y
216	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	3	NEW_PARA_ID	NUMBER	22			Y
217	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	4	AUDIT_PERIOD	VARCHAR2	500			Y
218	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	5	ENTITY_ID	NUMBER	22			Y
219	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	6	ENTITY_CODE	NUMBER	22			Y
220	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	7	AUDITED_BY	NUMBER	22			Y
221	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	8	ENTITY_TYPE_ID	NUMBER	22			Y
222	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	9	COM_CYCLE	NUMBER	22			Y
223	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	10	COM_STATUS	NUMBER	22			Y
224	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	11	COM_STAGE	NUMBER	22			Y
225	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	12	PARA_STATUS	NUMBER	22			Y
226	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	13	PARA_NO	VARCHAR2	500			Y
227	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	14	GIST_OF_PARAS	VARCHAR2	4000			Y
228	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	15	SETTELED_ON	DATE	7			Y
229	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	16	SETTELED_BY	NUMBER	22			Y
230	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	17	IND	VARCHAR2	500			Y
231	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	18	PARA_ADDED_ON	DATE	7			Y
232	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	19	CAU_STATUS	NUMBER	22			Y
233	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	20	CAU_ASSIGNED_ENT_ID	NUMBER	22			Y
234	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	21	BR_RESPONSE_BY	NUMBER	22			Y
235	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	22	BR_RESPONSE_ON	DATE	7			Y
236	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	23	CAU_ASSIGNED_BY	NUMBER	22			Y
237	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	24	CAU_ASSIGNED_ON	DATE	7			Y
238	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	25	SETTLEMENT_COM_REVIEWED_BY	NUMBER	22			Y
239	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	26	SETTLEMENT_COM_REVIEWED_ON	DATE	7			Y
240	AIS_T_AU_POST_COMPLIANCE_SETTELED_ON_DIFF	27	RISK	NUMBER	22			Y
241	AIS_T_AU_POST_COMPLIANCE_TEXT	1	C_TXT_ID	NUMBER	22			Y
242	AIS_T_AU_POST_COMPLIANCE_TEXT	2	COM_ID	NUMBER	22			Y
243	AIS_T_AU_POST_COMPLIANCE_TEXT	3	REPLY	NCLOB	4000			Y
244	AIS_T_AU_POST_COMPLIANCE_TEXT	4	COM_CYCLE	NUMBER	22			Y
245	AIS_T_AU_POST_COMPLIANCE_TEXT	5	STATUS	CHAR	2			Y
246	AIS_T_AU_POST_COMPLIANCE_TEXT_BACKUP	1	C_TXT_ID	NUMBER	22			Y
247	AIS_T_AU_POST_COMPLIANCE_TEXT_BACKUP	2	COM_ID	NUMBER	22			Y
248	AIS_T_AU_POST_COMPLIANCE_TEXT_BACKUP	3	REPLY	NCLOB	4000			Y
249	AIS_T_AU_POST_COMPLIANCE_TEXT_BACKUP	4	COM_CYCLE	NUMBER	22			Y
250	AIS_T_AU_POST_COMPLIANCE_TEXT_BACKUP	5	STATUS	CHAR	2			Y
251	AIS_T_AU_POST_COMPLIANCE_TEXT_CAU	1	C_TXT_ID	NUMBER	22			Y
252	AIS_T_AU_POST_COMPLIANCE_TEXT_CAU	2	COM_ID	NUMBER	22			Y
253	AIS_T_AU_POST_COMPLIANCE_TEXT_CAU	3	REPLY	NCLOB	4000			Y
254	AIS_T_AU_POST_COMPLIANCE_TEXT_CAU	4	CAU_INSTRUCTIONS	VARCHAR2	500			Y
255	AIS_T_AU_POST_COMPLIANCE_TEXT_CAU	5	STATUS	CHAR	2			Y
256	AIS_T_PARA_STATUS_CHANGE_LOG	1	LOG_ID	NUMBER	22			N
257	AIS_T_PARA_STATUS_CHANGE_LOG	2	COM_ID	NUMBER	22			N
258	AIS_T_PARA_STATUS_CHANGE_LOG	3	OLD_STATUS	NUMBER	22			N
259	AIS_T_PARA_STATUS_CHANGE_LOG	4	NEW_STATUS	NUMBER	22			N
260	AIS_T_PARA_STATUS_CHANGE_LOG	5	MAKER_REMARKS	VARCHAR2	1000			N
261	AIS_T_PARA_STATUS_CHANGE_LOG	6	AUTHORIZER_REMARKS	VARCHAR2	1000			Y
262	AIS_T_PARA_STATUS_CHANGE_LOG	7	CHANGED_BY	NUMBER	22			N
263	AIS_T_PARA_STATUS_CHANGE_LOG	8	CHANGED_ON	DATE	7			N
