sr	TABLE_NAME	COLUMN_ID	COLUMN_NAME	DATA_TYPE	DATA_LENGTH	DATA_PRECISION	DATA_SCALE	NULLABLE
3566	T_COM_AUDIT_ARPSE_PAC_HIST	11	UPDATED_ON	DATE	7			Y
3567	T_COM_AUDIT_ARPSE_PAC_HIST	12	SNAPSHOT_ACTION	VARCHAR2	30			N
3568	T_COM_AUDIT_ARPSE_PAC_HIST	13	SNAPSHOT_BY	NUMBER	22			N
3569	T_COM_AUDIT_ARPSE_PAC_HIST	14	SNAPSHOT_ON	DATE	7			N
3570	T_COM_AUDIT_OM	1	OM_ID	NUMBER	22			N
3571	T_COM_AUDIT_OM	2	AUDIT_YEAR_ID	NUMBER	22			N
3572	T_COM_AUDIT_OM	3	OM_NO	VARCHAR2	100			N
3573	T_COM_AUDIT_OM	4	GIST_OF_OM	VARCHAR2	500			N
3574	T_COM_AUDIT_OM	5	BODY_OF_OM	CLOB	4000			N
3575	T_COM_AUDIT_OM	6	MANAGEMENT_RESPONSE	CLOB	4000			Y
3576	T_COM_AUDIT_OM	7	IS_ACTIVE	CHAR	1			N
3577	T_COM_AUDIT_OM	8	CREATED_BY	NUMBER	22			N
3578	T_COM_AUDIT_OM	9	CREATED_ON	DATE	7			N
3579	T_COM_AUDIT_OM	10	UPDATED_BY	NUMBER	22			Y
3580	T_COM_AUDIT_OM	11	UPDATED_ON	DATE	7			Y
3581	T_COM_AUDIT_OM_HIST	1	HIST_ID	NUMBER	22			N
3582	T_COM_AUDIT_OM_HIST	2	OM_ID	NUMBER	22			N
3583	T_COM_AUDIT_OM_HIST	3	AUDIT_YEAR_ID	NUMBER	22			N
3584	T_COM_AUDIT_OM_HIST	4	OM_NO	VARCHAR2	100			N
3585	T_COM_AUDIT_OM_HIST	5	GIST_OF_OM	VARCHAR2	500			N
3586	T_COM_AUDIT_OM_HIST	6	BODY_OF_OM	CLOB	4000			N
3587	T_COM_AUDIT_OM_HIST	7	MANAGEMENT_RESPONSE	CLOB	4000			Y
3588	T_COM_AUDIT_OM_HIST	8	IS_ACTIVE	CHAR	1			N
3589	T_COM_AUDIT_OM_HIST	9	CREATED_BY	NUMBER	22			N
3590	T_COM_AUDIT_OM_HIST	10	CREATED_ON	DATE	7			N
3591	T_COM_AUDIT_OM_HIST	11	UPDATED_BY	NUMBER	22			Y
3592	T_COM_AUDIT_OM_HIST	12	UPDATED_ON	DATE	7			Y
3593	T_COM_AUDIT_OM_HIST	13	SNAPSHOT_ACTION	VARCHAR2	30			N
3594	T_COM_AUDIT_OM_HIST	14	SNAPSHOT_BY	NUMBER	22			N
3595	T_COM_AUDIT_OM_HIST	15	SNAPSHOT_ON	DATE	7			N
3596	T_COM_AUDIT_PDP	1	PDP_ID	NUMBER	22			N
3597	T_COM_AUDIT_PDP	2	AUDIT_YEAR_ID	NUMBER	22			N
3598	T_COM_AUDIT_PDP	3	PDP_NO	VARCHAR2	100			N
3599	T_COM_AUDIT_PDP	4	GIST_OF_PDP	VARCHAR2	500			N
3600	T_COM_AUDIT_PDP	5	BODY_OF_PDP	CLOB	4000			N
3601	T_COM_AUDIT_PDP	6	MANAGEMENT_RESPONSE	CLOB	4000			Y
3602	T_COM_AUDIT_PDP	7	DAC_RECOMMENDATIONS	CLOB	4000			Y
3603	T_COM_AUDIT_PDP	8	UPDATED_STATUS	VARCHAR2	200			Y
3604	T_COM_AUDIT_PDP	9	IS_ACTIVE	CHAR	1			N
3605	T_COM_AUDIT_PDP	10	CREATED_BY	NUMBER	22			N
3606	T_COM_AUDIT_PDP	11	CREATED_ON	DATE	7			N
3607	T_COM_AUDIT_PDP	12	UPDATED_BY	NUMBER	22			Y
3608	T_COM_AUDIT_PDP	13	UPDATED_ON	DATE	7			Y
3609	T_COM_AUDIT_PDP_HIST	1	HIST_ID	NUMBER	22			N
3610	T_COM_AUDIT_PDP_HIST	2	PDP_ID	NUMBER	22			N
3611	T_COM_AUDIT_PDP_HIST	3	AUDIT_YEAR_ID	NUMBER	22			N
3612	T_COM_AUDIT_PDP_HIST	4	PDP_NO	VARCHAR2	100			N
3613	T_COM_AUDIT_PDP_HIST	5	GIST_OF_PDP	VARCHAR2	500			N
3614	T_COM_AUDIT_PDP_HIST	6	BODY_OF_PDP	CLOB	4000			N
3615	T_COM_AUDIT_PDP_HIST	7	MANAGEMENT_RESPONSE	CLOB	4000			Y
3616	T_COM_AUDIT_PDP_HIST	8	DAC_RECOMMENDATIONS	CLOB	4000			Y
3617	T_COM_AUDIT_PDP_HIST	9	UPDATED_STATUS	VARCHAR2	200			Y
3618	T_COM_AUDIT_PDP_HIST	10	IS_ACTIVE	CHAR	1			N
3619	T_COM_AUDIT_PDP_HIST	11	CREATED_BY	NUMBER	22			N
3620	T_COM_AUDIT_PDP_HIST	12	CREATED_ON	DATE	7			N
3621	T_COM_AUDIT_PDP_HIST	13	UPDATED_BY	NUMBER	22			Y
3622	T_COM_AUDIT_PDP_HIST	14	UPDATED_ON	DATE	7			Y
3623	T_COM_AUDIT_PDP_HIST	15	SNAPSHOT_ACTION	VARCHAR2	30			N
3624	T_COM_AUDIT_PDP_HIST	16	SNAPSHOT_BY	NUMBER	22			N
3625	T_COM_AUDIT_PDP_HIST	17	SNAPSHOT_ON	DATE	7			N
3626	T_COM_AUDIT_PDP_OM_MAP	1	MAPPING_ID	NUMBER	22			N
3627	T_COM_AUDIT_PDP_OM_MAP	2	PDP_ID	NUMBER	22			N
3628	T_COM_AUDIT_PDP_OM_MAP	3	OM_ID	NUMBER	22			N
3629	T_COM_AUDIT_PDP_OM_MAP	4	IS_ACTIVE	CHAR	1			N
3630	T_COM_AUDIT_PDP_OM_MAP	5	CREATED_BY	NUMBER	22			N
3631	T_COM_AUDIT_PDP_OM_MAP	6	CREATED_ON	DATE	7			N
3632	T_COM_AUDIT_PDP_OM_MAP	7	UPDATED_BY	NUMBER	22			Y
3633	T_COM_AUDIT_PDP_OM_MAP	8	UPDATED_ON	DATE	7			Y
3634	T_COM_AUDIT_PDP_OM_MAP_HIST	1	HIST_ID	NUMBER	22			N
3635	T_COM_AUDIT_PDP_OM_MAP_HIST	2	MAPPING_ID	NUMBER	22			N
3636	T_COM_AUDIT_PDP_OM_MAP_HIST	3	PDP_ID	NUMBER	22			N
3637	T_COM_AUDIT_PDP_OM_MAP_HIST	4	OM_ID	NUMBER	22			N
3638	T_COM_AUDIT_PDP_OM_MAP_HIST	5	IS_ACTIVE	CHAR	1			N
3639	T_COM_AUDIT_PDP_OM_MAP_HIST	6	CREATED_BY	NUMBER	22			N
3640	T_COM_AUDIT_PDP_OM_MAP_HIST	7	CREATED_ON	DATE	7			N
3641	T_COM_AUDIT_PDP_OM_MAP_HIST	8	UPDATED_BY	NUMBER	22			Y
3642	T_COM_AUDIT_PDP_OM_MAP_HIST	9	UPDATED_ON	DATE	7			Y
3643	T_COM_AUDIT_PDP_OM_MAP_HIST	10	SNAPSHOT_ACTION	VARCHAR2	30			N
3644	T_COM_AUDIT_PDP_OM_MAP_HIST	11	SNAPSHOT_BY	NUMBER	22			N
3645	T_COM_AUDIT_PDP_OM_MAP_HIST	12	SNAPSHOT_ON	DATE	7			N
3646	T_CONTROL_VIOLATION	1	ID	NUMBER	22			N
3647	T_CONTROL_VIOLATION	2	V_NAME	VARCHAR2	100			Y
3648	T_CONTROL_VIOLATION	3	MAX_NUMBER	NUMBER	22			Y
3649	T_CONTROL_VIOLATION	4	STATUS	VARCHAR2	2			Y
3650	T_CONTROL_VIOLATION_SUB	1	ID	NUMBER	22			N
3651	T_CONTROL_VIOLATION_SUB	2	V_ID	NUMBER	22			Y
3652	T_CONTROL_VIOLATION_SUB	3	SUB_V_NAME	VARCHAR2	200			Y
3653	T_CONTROL_VIOLATION_SUB	4	RISK_ID	NUMBER	22			Y
3654	T_CONTROL_VIOLATION_SUB	5	STATUS	VARCHAR2	2			Y
3655	T_CONTROL_VIOLATION_SUB_RISK	1	ID	NUMBER	22			N
3656	T_CONTROL_VIOLATION_SUB_RISK	2	V_ID	NUMBER	22			Y
3657	T_CONTROL_VIOLATION_SUB_RISK	3	SUB_ID	NUMBER	22			Y
3658	T_CONTROL_VIOLATION_SUB_RISK	4	RISK	NUMBER	22			Y
3659	T_CONTROL_VIOLATION_SUB_RISK	5	MAX_NUMBER	NUMBER	22			Y
3660	T_CONTROL_VIOLATION_SUB_RISK	6	NUMBEROFVOILATIONS	NUMBER	22			Y
3661	T_CONTROL_VIOLATION_SUB_RISK	7	RISK_WEIGHTAGE	NUMBER	22			Y
3662	T_CONTROL_VIOLATION_SUB_RISK	8	STATUS	VARCHAR2	2			Y
3663	T_COSO_RATING	1	ID	NUMBER	22	2	0	Y
3664	T_COSO_RATING	2	RATING	VARCHAR2	2			Y
3665	T_COSO_RATING	3	RANGE_START	NUMBER	22	3	0	Y
3666	T_COSO_RATING	4	RANGE_END	NUMBER	22	3	0	Y
3667	T_COSO_RATING_DEPARTMENT	1	AUDIT_PERIOD	VARCHAR2	100			Y
3668	T_COSO_RATING_DEPARTMENT	2	DEPT_NAME	VARCHAR2	100			Y
3669	T_COSO_RATING_DEPARTMENT	3	RATING_FACTORS	VARCHAR2	100			Y
3670	T_COSO_RATING_DEPARTMENT	4	SUB_FACTORS	NUMBER	22	3	0	Y
3671	T_COSO_RATING_DEPARTMENT	5	MAX_SCORE	NUMBER	22	3	0	Y
3672	T_COSO_RATING_DEPARTMENT	6	WEIGHT_ASSIGNED	NUMBER	22	3	0	Y
3673	T_COSO_RATING_DEPARTMENT	7	NO_OF_OBSERVATIONS	NUMBER	22	3	0	Y
3674	T_COSO_RATING_DEPARTMENT	8	WEIGHTED_AVERAGE_SCORE	NUMBER	22	3	0	Y
3675	T_COSO_RATING_DEPARTMENT	9	AUDIT_RATING	VARCHAR2	2			Y
3676	T_COSO_RATING_DEPARTMENT	10	STATUS	VARCHAR2	2			Y
3677	T_COSO_RATING_DEPARTMENT	11	ENTITY_ID	NUMBER	22	8	0	Y
3678	T_COSO_RATING_DEPARTMENT	12	ENG_ID	NUMBER	22	8	0	Y
3679	T_COSO_RATING_DEPARTMENT_FINAL	1	AUDIT_PERIOD	VARCHAR2	100			Y
3680	T_COSO_RATING_DEPARTMENT_FINAL	2	DEPT	VARCHAR2	100			Y
3681	T_COSO_RATING_DEPARTMENT_FINAL	3	BASE_SCORE	NUMBER	22	3	0	Y
3682	T_COSO_RATING_DEPARTMENT_FINAL	4	FINAL_RATING	VARCHAR2	2			Y
3683	T_COSO_RATING_DEPARTMENT_FINAL	5	ENTITY_ID	NUMBER	22	10	0	Y
3684	T_COSO_RATING_DEPARTMENT_FINAL	6	LIKELIHOOD	NUMBER	22	10	0	Y
3685	T_COSO_RATING_DEPARTMENT_FINAL	7	FINAL_SCORE	NUMBER	22	3	0	Y
3686	T_COSO_RATING_DEPARTMENT_INHERITED_RISK	1	AUDIT_PERIOD	VARCHAR2	100			Y
3687	T_COSO_RATING_DEPARTMENT_INHERITED_RISK	2	DEPT_NAME	VARCHAR2	100			Y
3688	T_COSO_RATING_DEPARTMENT_INHERITED_RISK	3	COSO_BASE_RATING_FACTORS	VARCHAR2	100			Y
3689	T_COSO_RATING_DEPARTMENT_INHERITED_RISK	4	NUMBER_OF_SUB_FACTORS	NUMBER	22	3	0	Y
3690	T_COSO_RATING_DEPARTMENT_INHERITED_RISK	5	MAXIMUM_SCORE_OF_SUB_FACTORS	NUMBER	22	3	0	Y
3691	T_COSO_RATING_DEPARTMENT_INHERITED_RISK	6	OVERALL_WEIGHT_ASSIGNED	NUMBER	22	3	0	Y
3692	T_COSO_RATING_DEPARTMENT_INHERITED_RISK	7	SCORE_ASSIGNED_BY_AUDITOR	NUMBER	22	3	0	Y
3693	T_COSO_RATING_DEPARTMENT_INHERITED_RISK	8	WEIGHTED_AVERAGE_SCORE	NUMBER	22	3	0	Y
3694	T_COSO_RATING_DEPARTMENT_INHERITED_RISK	9	AUDIT_RATING	VARCHAR2	2			Y
3695	T_COSO_RATING_DEPARTMENT_INHERITED_RISK	10	STATUS	VARCHAR2	2			Y
3696	T_COSO_RATING_DEPARTMENT_INHERITED_RISK	11	ENTITY_ID	NUMBER	22	10	0	Y
3697	T_COSO_RATING_DEPARTMENT_STATUS	1	ID	NUMBER	22			Y
3698	T_COSO_RATING_DEPARTMENT_STATUS	2	DISCRIPTION	VARCHAR2	50			Y
3699	T_COSO_RATING_DEPARTMENT_STATUS	3	STATUS	VARCHAR2	2			Y
3700	T_COSO_RATING_FACTORS	1	ID	NUMBER	22	2	0	Y
3701	T_COSO_RATING_FACTORS	2	RATING_FACTORS	VARCHAR2	100			Y
3702	T_COSO_RATING_FACTORS	3	WEIGHT_ASSIGNED	NUMBER	22			Y
3703	T_COSO_RATING_FACTORS	4	STATUS	VARCHAR2	2			Y
3704	T_COSO_RISK	1	R_ID	NUMBER	22			Y
3705	T_COSO_RISK	2	DESCRIPTION	VARCHAR2	10			Y
3706	T_COSO_RISK	3	RATING	NUMBER	22	10	0	Y
3707	T_DASHBOARD_SCORECARD	1	DEPARTMENT	VARCHAR2	200			Y
3708	T_DASHBOARD_SCORECARD	2	HEADING	VARCHAR2	100			Y
3709	T_DASHBOARD_SCORECARD	3	NO_OF_ENT	NUMBER	22			Y
3710	T_DASHBOARD_SCORECARD	4	TOT_ENT	NUMBER	22			Y
3711	T_DASHBOARD_SCORECARD	5	PENCENT	VARCHAR2	41			Y
3712	T_DASHBOARD_SCORECARD	6	REMARKS	VARCHAR2	500			Y
3713	T_EMAIL_ADDRESS	1	PPNO	NUMBER	22	8	0	Y
3714	T_EMAIL_ADDRESS	2	EMAIL	VARCHAR2	100			Y
3715	T_EMAIL_ADDRESS	3	ENTITY_ID	NUMBER	22	8	0	Y
3716	T_EMAIL_ADDRESS	4	ROLEID	NUMBER	22	8	0	Y
3717	T_EMAIL_ADDRESS	5	STATUS	VARCHAR2	2			Y
3718	T_EMP_EMAILS	1	PPNO	NUMBER	22	10	0	Y
3719	T_EMP_EMAILS	2	EMAILID	VARCHAR2	100			Y
3720	T_EXCEPTIONS_DATA	1	EXC_ID	NUMBER	22			N
3721	T_EXCEPTIONS_DATA	2	ER_ID	NUMBER	22			N
3722	T_EXCEPTIONS_DATA	3	ENG_ID	NUMBER	22			N
3723	T_EXCEPTIONS_DATA	4	ACCOUNT_ID	VARCHAR2	40			N
3724	T_EXCEPTIONS_DATA	5	REPORT_DATE	DATE	7			Y
3725	T_EXCEPTIONS_DATA	6	REPORT_AMOUNT	NUMBER	22			Y
3726	T_EXCEPTION_ACCOUNTS	1	ACC_ID	NUMBER	22			N
3727	T_EXCEPTION_ACCOUNTS	2	ACCOUNT_ID	VARCHAR2	40			N
3728	T_EXCEPTION_ACCOUNTS	3	ENG_ID	NUMBER	22			N
3729	T_EXCEPTION_ACCOUNTS	4	ACCOUNT_NO	NUMBER	22			Y
3730	T_EXCEPTION_ACCOUNTS	5	TITLE	VARCHAR2	100			Y
3731	T_EXCEPTION_ACCOUNTS	6	OPENINGDATE_DISP	VARCHAR2	20			Y
3732	T_EXCEPTION_ACCOUNTS	7	ACCOUNT_PURPOSE	VARCHAR2	200			Y
3733	T_EXCEPTION_ACCOUNTS	8	ACCOUNT_TYPE	VARCHAR2	100			Y
3734	T_EXCEPTION_ACCOUNTS	9	ACCOUNT_CATEGORY	VARCHAR2	100			Y
3735	T_EXCEPTION_ACCOUNTS	10	ACCOUNT_STATUS	VARCHAR2	20			Y
3736	T_EXCEPTION_ACCOUNTS	11	RISK	VARCHAR2	4			Y
3737	T_EXCEPTION_ACCOUNTS	12	ACCOUNT_BALANCE	NUMBER	22			Y
3738	T_EXCEPTION_ACCOUNTS	13	LAST_TRAN_DATE_DISP	VARCHAR2	20			Y
3739	T_EXCEPTION_ACCOUNTS	14	BRANCH_ID	NUMBER	22			Y
3740	T_EXCEPTION_ACCOUNTS_CUST	1	CUST_ID	NUMBER	22			N
3741	T_EXCEPTION_ACCOUNTS_CUST	2	CUSTOMER_ID	VARCHAR2	40			N
3742	T_EXCEPTION_ACCOUNTS_CUST	3	ACCOUNT_ID	VARCHAR2	40			N
3743	T_EXCEPTION_ACCOUNTS_CUST	4	CUSTOMER_ACCOUNT_ID	VARCHAR2	40			N
3744	T_EXCEPTION_ACCOUNTS_CUST	5	CUSTOMERNAME	VARCHAR2	200			Y
3745	T_EXCEPTION_ACCOUNTS_CUST	6	DOB_DISP	VARCHAR2	20			Y
3746	T_EXCEPTION_ACCOUNTS_CUST	7	PHONE_CELL	VARCHAR2	25			Y
3747	T_EXCEPTION_ACCOUNTS_CUST	8	CNIC	VARCHAR2	13			Y
3748	T_EXCEPTION_ACCOUNTS_CUST	9	CNICEXPIRYDATE_DISP	DATE	7			Y
3749	T_EXCEPTION_ACCOUNTS_CUST	10	BMVS_VERIFIED	CHAR	1			Y
3750	T_EXCEPTION_ACCOUNTS_CUST	11	BANK_EMPLOYEE	VARCHAR2	10			Y
3751	T_EXCEPTION_ACCOUNTS_CUST	12	SOURCE_OF_FUND	VARCHAR2	200			Y
3752	T_EXCEPTION_ACCOUNTS_CUST	13	DATE_OF_CLOSURE_DISP	VARCHAR2	20			Y
3753	T_EXCEPTION_ACCOUNTS_CUST	14	ZAKAT_EXEMPTED	VARCHAR2	10			Y
3754	T_EXCEPTION_ACCOUNTS_CUST	15	CUSTOMER_RISK	VARCHAR2	4			Y
3755	T_EXCEPTION_ACCOUNTS_CUST	16	ENG_ID	NUMBER	22			Y
3756	T_EXCEPTION_ACCOUNTS_DATA	1	ER_ID	NUMBER	22			Y
3757	T_EXCEPTION_ACCOUNTS_DATA	2	ENG_ID	NUMBER	22			Y
3758	T_EXCEPTION_ACCOUNTS_DATA	3	ACCOUNT_ID	VARCHAR2	40			Y
3759	T_EXCEPTION_ACCOUNTS_DATA	4	ACCOUNT_NO	NUMBER	22			Y
3760	T_EXCEPTION_ACCOUNTS_DATA	5	TITLE	VARCHAR2	100			Y
3761	T_EXCEPTION_ACCOUNTS_DATA	6	CUSTOMERNAME	VARCHAR2	200			Y
3762	T_EXCEPTION_ACCOUNTS_DATA	7	DOB	DATE	7			Y
3763	T_EXCEPTION_ACCOUNTS_DATA	8	PHONE_CELL	VARCHAR2	25			Y
3764	T_EXCEPTION_ACCOUNTS_DATA	9	CNIC	VARCHAR2	13			Y
3765	T_EXCEPTION_ACCOUNTS_DATA	10	CNICEXPIRYDATE	DATE	7			Y
3766	T_EXCEPTION_ACCOUNTS_DATA	11	OPENINGDATE	DATE	7			Y
3767	T_EXCEPTION_ACCOUNTS_DATA	12	BMVS_VERIFIED	CHAR	1			Y
3768	T_EXCEPTION_ACCOUNTS_DATA	13	ACCOUNT_PURPOSE	VARCHAR2	200			Y
3769	T_EXCEPTION_ACCOUNTS_DATA	14	ACCOUNT_TYPE	VARCHAR2	100			Y
3770	T_EXCEPTION_ACCOUNTS_DATA	15	ACCOUNT_CATEGORY	VARCHAR2	100			Y
3771	T_EXCEPTION_ACCOUNTS_DATA	16	ACCOUNT_STATUS	VARCHAR2	20			Y
3772	T_EXCEPTION_ACCOUNTS_DATA	17	RISK	VARCHAR2	4			Y
3773	T_EXCEPTION_ACCOUNTS_DATA	18	TRAN_DATE	DATE	7			Y
3774	T_EXCEPTION_ACCOUNTS_DATA	19	TRAN_AUTH_DATE	DATE	7			Y
3775	T_EXCEPTION_ACCOUNTS_DATA	20	TRANSACTIONMASTERCODE	NUMBER	22			Y
3776	T_EXCEPTION_ACCOUNTS_DATA	21	TRANSACTION_DISCRIPTION	VARCHAR2	200			Y
3777	T_EXCEPTION_ACCOUNTS_DATA	22	TR_AMOUNT	NUMBER	22			Y
3778	T_EXCEPTION_ACCOUNTS_DATA	23	ACCOUNT_BALANCE	NUMBER	22			Y
3779	T_EXCEPTION_ACCOUNTS_DATA	24	LAST_TRAN_DATE	DATE	7			Y
3780	T_EXCEPTION_ACCOUNTS_DATA	25	SOURCE_OF_FUND	VARCHAR2	200			Y
3781	T_EXCEPTION_ACCOUNTS_DATA	26	NATURE_OF_TRANSACTION	VARCHAR2	200			Y
3782	T_EXCEPTION_ACCOUNTS_DATA	27	DATE_OF_CLOSURE	DATE	7			Y
3783	T_EXCEPTION_ACCOUNTS_DATA	28	ZAKAT_EXEMPTED_DATE	DATE	7			Y
3784	T_EXCEPTION_ACCOUNTS_DATA	29	TXN_COUNT_PERIOD	NUMBER	22			Y
3785	T_EXCEPTION_ACCOUNTS_DATA	30	TOTAL_DR_PERIOD	NUMBER	22			Y
3786	T_EXCEPTION_ACCOUNTS_DATA	31	TOTAL_CR_PERIOD	NUMBER	22			Y
3787	T_EXCEPTION_ACCOUNTS_DATA	32	LAST_AUTH_DATE	DATE	7			Y
3788	T_EXCEPTION_ACCOUNTS_DATA	33	LAST_DR_AMOUNT	NUMBER	22			Y
3789	T_EXCEPTION_ACCOUNTS_DATA	34	LAST_CR_AMOUNT	NUMBER	22			Y
3790	T_EXCEPTION_ACCOUNTS_DATA	35	BANK_EMPLOYEE	VARCHAR2	10			Y
3791	T_EXCEPTION_ACCOUNTS_TXN	1	TXN_ID	NUMBER	22			N
3792	T_EXCEPTION_ACCOUNTS_TXN	2	TR_ID	VARCHAR2	40			Y
3793	T_EXCEPTION_ACCOUNTS_TXN	3	ACCOUNT_ID	VARCHAR2	40			Y
3794	T_EXCEPTION_ACCOUNTS_TXN	4	BRANCH_ID	NUMBER	22			Y
3795	T_EXCEPTION_ACCOUNTS_TXN	5	TRAN_DATE_DISP	DATE	7			Y
3796	T_EXCEPTION_ACCOUNTS_TXN	6	TRAN_AUTH_DATE_DISP	DATE	7			Y
3797	T_EXCEPTION_ACCOUNTS_TXN	7	TRANSACTIONMASTERCODE	NUMBER	22			Y
3798	T_EXCEPTION_ACCOUNTS_TXN	8	TRANSACTION_DISCRIPTION	VARCHAR2	200			Y
3799	T_EXCEPTION_ACCOUNTS_TXN	9	NATURE_OF_TRANSACTION	VARCHAR2	200			Y
3800	T_EXCEPTION_ACCOUNTS_TXN	10	DR_AMOUNT	NUMBER	22			Y
3801	T_EXCEPTION_ACCOUNTS_TXN	11	CR_AMOUNT	NUMBER	22			Y
3802	T_EXCEPTION_ACCOUNTS_TXN	12	TR_AMOUNT	NUMBER	22			Y
3803	T_EXCEPTION_ACCOUNTS_TXN	13	ENG_ID	NUMBER	22			Y
3804	T_EXCEPTION_ENG	1	EXC_ENG_ID	NUMBER	22			N
3805	T_EXCEPTION_ENG	2	ENG_ID	NUMBER	22			N
3806	T_EXCEPTION_ENG	3	ACCOUNT_ID	VARCHAR2	40			N
3807	T_EXCEPTION_ENG	4	ER_ID	NUMBER	22			Y
3808	T_EXCEPTION_ENG	5	EXCEPTION_DATE_DISP	VARCHAR2	20			Y
3809	T_EXCEPTION_ENG	6	EXCEPTION_AMOUNT	NUMBER	22			Y
3810	T_EXCEPTION_ENG	7	REMARKS	VARCHAR2	500			Y
3811	T_EXCEPTION_ENG	8	CREATED_ON_DISP	VARCHAR2	20			Y
3812	T_EXCEPTION_ENG	9	CREATED_BY	VARCHAR2	100			Y
3813	T_EXCEPTION_ENG	10	CREDIT_EXP	NUMBER	22			Y
3814	T_EXCEPTION_ENG	11	DEBIT_EXP	NUMBER	22			Y
3815	T_EXCEPTION_ENG	12	CREATED_ON	DATE	7			Y
3816	T_EXCEPTION_ENG_BRANCHES	1	BRANCHID	NUMBER	22			Y
3817	T_EXCEPTION_ENG_BRANCHES	2	BRANCHCODE	VARCHAR2	20			Y
3818	T_EXCEPTION_ENG_BRANCHES	3	NAME	VARCHAR2	100			Y
3819	T_EXCEPTION_ENG_BRANCHES	4	ENGID	NUMBER	22			Y
3820	T_EXCEPTION_ENG_BRANCHES	5	AUDIT_STARTDATE	DATE	7			Y
3821	T_EXCEPTION_ENG_BRANCHES	6	AUDIT_ENDDATE	DATE	7			Y
3822	T_EXCEPTION_ENG_BRANCHES	7	STATUS	NUMBER	22			Y
3823	T_EXCEPTION_ENG_DATA	1	EXC_ENG_ID	NUMBER	22			N
3824	T_EXCEPTION_ENG_DATA	2	ENG_ID	NUMBER	22			N
3825	T_EXCEPTION_ENG_DATA	3	ER_ID	NUMBER	22			Y
3826	T_EXCEPTION_ENG_DATA	4	ACCOUNT_ID	VARCHAR2	50			Y
3827	T_EXCEPTION_ENG_DATA	5	ACCOUNT_NO	VARCHAR2	50			Y
3828	T_EXCEPTION_ENG_DATA	6	CODE	VARCHAR2	50			Y
3829	T_EXCEPTION_ENG_DATA	7	LC_NO	VARCHAR2	50			Y
3830	T_EXCEPTION_ENG_DATA	8	TITLE	VARCHAR2	500			Y
3831	T_EXCEPTION_ENG_DATA	9	CELL	VARCHAR2	30			Y
3832	T_EXCEPTION_ENG_DATA	10	CNIC	VARCHAR2	30			Y
3833	T_EXCEPTION_ENG_DATA	11	ACCOUNT_PURPOSE	VARCHAR2	500			Y
3834	T_EXCEPTION_ENG_DATA	12	ACCOUNT_TYPE	VARCHAR2	100			Y
3835	T_EXCEPTION_ENG_DATA	13	TEXT_1	VARCHAR2	100			Y
3836	T_EXCEPTION_ENG_DATA	14	TEXT_2	VARCHAR2	100			Y
3837	T_EXCEPTION_ENG_DATA	15	DR_AMOUNT	NUMBER	22			Y
3838	T_EXCEPTION_ENG_DATA	16	CR_AMOUNT	NUMBER	22			Y
3839	T_EXCEPTION_ENG_DATA	17	NET_AMOUNT	NUMBER	22			Y
3840	T_EXCEPTION_ENG_DATA	18	REMARKS	VARCHAR2	1000			Y
3841	T_EXCEPTION_ENG_DATA	19	DATE_	DATE	7			Y
3842	T_EXCEPTION_ENG_DATA	20	DATE_DISP	DATE	7			Y
3843	T_EXCEPTION_ERROR_LOG	1	LOG_ID	NUMBER	22			N
3844	T_EXCEPTION_ERROR_LOG	2	ENG_ID	NUMBER	22			Y
3845	T_EXCEPTION_ERROR_LOG	3	PROCEDURE_NAME	VARCHAR2	100			Y
3846	T_EXCEPTION_ERROR_LOG	4	STATUS	VARCHAR2	20			Y
3847	T_EXCEPTION_ERROR_LOG	5	ERROR_MESSAGE	VARCHAR2	500			Y
3848	T_EXCEPTION_ERROR_LOG	6	ERROR_STACK	VARCHAR2	2000			Y
3849	T_EXCEPTION_ERROR_LOG	7	ERROR_BACKTRACE	VARCHAR2	2000			Y
3850	T_EXCEPTION_ERROR_LOG	8	FAILED_STEP	VARCHAR2	200			Y
3851	T_EXCEPTION_ERROR_LOG	9	LOG_DATE	DATE	7			Y
3852	T_FRPT_INCOME_LEAKAGE	1	FRPT_LEAK_ID	NUMBER	22			N
3853	T_FRPT_INCOME_LEAKAGE	2	ENG_ID	NUMBER	22			N
3854	T_FRPT_INCOME_LEAKAGE	3	ENTITY_ID	NUMBER	22			Y
3855	T_FRPT_INCOME_LEAKAGE	4	REPORT_VERSION	NUMBER	22			Y
3856	T_FRPT_INCOME_LEAKAGE	5	LINE_NO	NUMBER	22			Y
3857	T_FRPT_INCOME_LEAKAGE	6	DESCRIPTION	VARCHAR2	500			Y
3858	T_FRPT_INCOME_LEAKAGE	7	AREA	VARCHAR2	200			Y
3859	T_FRPT_INCOME_LEAKAGE	8	AMOUNT	NUMBER	22	18	2	Y
3860	T_FRPT_INCOME_LEAKAGE	9	CREATED_ON	DATE	7			Y
3861	T_FRPT_INCOME_LEAKAGE	10	CREATED_BY	NUMBER	22			Y
3862	T_FRPT_INCOME_LEAKAGE	11	UPDATED_ON	DATE	7			Y
3863	T_FRPT_INCOME_LEAKAGE	12	UPDATED_BY	NUMBER	22			Y
3864	T_FRPT_KPI_SNAPSHOT	1	FRPT_KPI_ID	NUMBER	22			N
3865	T_FRPT_KPI_SNAPSHOT	2	ENG_ID	NUMBER	22			N
3866	T_FRPT_KPI_SNAPSHOT	3	ENTITY_ID	NUMBER	22			N
