page_key,page_key,view_name,controller_name,action_name,http_method,call_type,source_type,confidence_level,Api Path,
,MULTIPLE_OR_UNKNOWN,RiskAssessment/risk_rating_for_branches_working.cshtml,ApiCalls,view_traditional_risk_rating_of_engagement,POST,AJAX,VIEW,MEDIUM, /ApiCalls/view_traditional_risk_rating_of_engagement,
,MULTIPLE_OR_UNKNOWN,RiskAssessment/risk_rating_for_branches_working.cshtml,ApiCalls,generate_annexure_risk_rating_of_engagement,POST,AJAX,VIEW,MEDIUM, /ApiCalls/generate_annexure_risk_rating_of_engagement,
,MULTIPLE_OR_UNKNOWN,RiskAssessment/risk_rating_for_branches_working.cshtml,ApiCalls,view_annexure_risk_rating_of_engagement,POST,AJAX,VIEW,MEDIUM, /ApiCalls/view_annexure_risk_rating_of_engagement,
305,305,Sampling/sample_monitoring.cshtml,ApiCalls,get_list_of_samples,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_list_of_samples,
305,305,Sampling/sample_monitoring.cshtml,ApiCalls,regenerate_sample_of_loans,POST,AJAX,VIEW,MEDIUM, /ApiCalls/regenerate_sample_of_loans,
304,304,Sampling/loan_documents.cshtml,ApiCalls,get_loan_documents,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_loan_documents,
304,304,Sampling/loan_documents.cshtml,ApiCalls,get_loan_document_data,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_loan_document_data,
298,298,Sampling/account_transaction_master.cshtml,ApiCalls,get_biomet_sampling_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_biomet_sampling_details,
295,295,Sampling/list_samples.cshtml,ApiCalls,get_list_of_samples,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_list_of_samples,
,MULTIPLE_OR_UNKNOWN,Sampling/ExceptionMonitoring.cshtml,ApiCalls,get_exception_monitor_entities,GET,AJAX,VIEW,MEDIUM, /ApiCalls/get_exception_monitor_entities,
,MULTIPLE_OR_UNKNOWN,Sampling/ExceptionMonitoring.cshtml,ApiCalls,get_exception_monitor_details,GET,AJAX,VIEW,MEDIUM, /ApiCalls/get_exception_monitor_details,
,MULTIPLE_OR_UNKNOWN,Sampling/ExceptionMonitoring.cshtml,ApiCalls,regenerate_exception,POST,AJAX,VIEW,MEDIUM, /ApiCalls/regenerate_exception,
,MULTIPLE_OR_UNKNOWN,Sampling/Account_exception_details.cshtml,g_asiBaseURL + ,ApiCalls,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_exception_account_report,
317,317,Sampling/list_reports.cshtml,ApiCalls,get_list_of_reports,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_list_of_reports,
296,296,Sampling/account_document.cshtml,ApiCalls,get_biomet_account_documents_sampling_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_biomet_account_documents_sampling_details,
297,297,Sampling/biomet.cshtml,ApiCalls,get_biomet_sampling_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_biomet_sampling_details,
300,300,Sampling/loans.cshtml,ApiCalls,get_loan_samples,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_loan_samples,
,MULTIPLE_OR_UNKNOWN,Sampling/loans_exception.cshtml,ApiCalls,get_loan_Exceptions,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_loan_Exceptions,
316,316,Sampling/add_report.cshtml,ApiCalls,get_list_of_reports,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_list_of_reports,
316,316,Sampling/add_report.cshtml,ApiCalls,add_exception_account_report,POST,AJAX,VIEW,MEDIUM, /ApiCalls/add_exception_account_report,
299,299,Sampling/account_transaction.cshtml,ApiCalls,get_biomet_account_transaction_sampling_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_biomet_account_transaction_sampling_details,
303,303,Sampling/loan_transactions.cshtml,ApiCalls,get_sample_loan_transactions,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_sample_loan_transactions,
315,315,Sampling/Account_exception.cshtml,ApiCalls,get_exception_account_report,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_exception_account_report,
,MULTIPLE_OR_UNKNOWN,FAD/AuthorizeParaStatus.cshtml,ApiCalls,GET_PARA_STATUS_AUTHORIZATION,GET,AJAX,VIEW,MEDIUM, /ApiCalls/GET_PARA_STATUS_AUTHORIZATION,
,MULTIPLE_OR_UNKNOWN,FAD/ChangeParaStatus.cshtml,ApiCalls,getparentrel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getparentrel,
,MULTIPLE_OR_UNKNOWN,FAD/ChangeParaStatus.cshtml,ApiCalls,getpostplace,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getpostplace,
,MULTIPLE_OR_UNKNOWN,FAD/ChangeParaStatus.cshtml,ApiCalls,GET_PARA_STATUS_CHANGE_REQUEST,GET,AJAX,VIEW,MEDIUM, /ApiCalls/GET_PARA_STATUS_CHANGE_REQUEST,
368,368,FAD/ReferenceUpdateEdit.cshtml,g_asiBaseURL + ,ApiCalls,GET,AJAX,VIEW,MEDIUM, /ApiCalls/SaveParaReferences,
182,182,FAD/review_gist_recommendation.cshtml,ApiCalls,get_obs_for_pre_concluding,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_obs_for_pre_concluding,
182,182,FAD/review_gist_recommendation.cshtml,ApiCalls,get_observation_text_branches,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_observation_text_branches,
182,182,FAD/review_gist_recommendation.cshtml,ApiCalls,add_observation_gist_and_recommendation,POST,AJAX,VIEW,MEDIUM, /ApiCalls/add_observation_gist_and_recommendation,
182,182,FAD/review_gist_recommendation.cshtml,ApiCalls,submit_pre_concluding,POST,AJAX,VIEW,MEDIUM, /ApiCalls/submit_pre_concluding,
,MULTIPLE_OR_UNKNOWN,CAU/om_creation.cshtml,ApiCalls,sub_checklist,POST,AJAX,VIEW,MEDIUM, /ApiCalls/sub_checklist,
,MULTIPLE_OR_UNKNOWN,CAU/om_creation.cshtml,ApiCalls,checklist_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/checklist_details,
,MULTIPLE_OR_UNKNOWN,CAU/om_creation.cshtml,Execution,audit_observation_template,POST,AJAX,VIEW,MEDIUM, /Execution/audit_observation_template,
,MULTIPLE_OR_UNKNOWN,CAU/om_creation.cshtml,Planning,zone_branches,POST,AJAX,VIEW,MEDIUM, /api/planning/zone_branches,
,MULTIPLE_OR_UNKNOWN,CAU/om_creation.cshtml,ApiCalls,save_observations_cau,POST,AJAX,VIEW,MEDIUM, /ApiCalls/save_observations_cau,
,MULTIPLE_OR_UNKNOWN,CAU/om_creation.cshtml,ApiCalls,get_employee_name_from_pp,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_employee_name_from_pp,
,MULTIPLE_OR_UNKNOWN,CAU/om_creation.cshtml,ApiCalls,get_lc_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_lc_details,
,MULTIPLE_OR_UNKNOWN,CAU/reports.cshtml,ApiCalls,sub_checklist,POST,AJAX,VIEW,MEDIUM, /ApiCalls/sub_checklist,
,MULTIPLE_OR_UNKNOWN,CAU/reports.cshtml,ApiCalls,checklist_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/checklist_details,
,MULTIPLE_OR_UNKNOWN,CAU/reports.cshtml,Execution,audit_observation_template,POST,AJAX,VIEW,MEDIUM, /Execution/audit_observation_template,
,MULTIPLE_OR_UNKNOWN,CAU/reports.cshtml,Planning,zone_branches,POST,AJAX,VIEW,MEDIUM, /api/planning/zone_branches,
,MULTIPLE_OR_UNKNOWN,CAU/reports.cshtml,ApiCalls,save_observations_cau,POST,AJAX,VIEW,MEDIUM, /ApiCalls/save_observations_cau,
,MULTIPLE_OR_UNKNOWN,CAU/reports.cshtml,ApiCalls,get_employee_name_from_pp,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_employee_name_from_pp,
,MULTIPLE_OR_UNKNOWN,CAU/reports.cshtml,ApiCalls,get_lc_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_lc_details,
,MULTIPLE_OR_UNKNOWN,CAU/om_reply.cshtml,ApiCalls,sub_checklist,POST,AJAX,VIEW,MEDIUM, /ApiCalls/sub_checklist,
,MULTIPLE_OR_UNKNOWN,CAU/om_reply.cshtml,ApiCalls,checklist_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/checklist_details,
,MULTIPLE_OR_UNKNOWN,CAU/om_reply.cshtml,Execution,audit_observation_template,POST,AJAX,VIEW,MEDIUM, /Execution/audit_observation_template,
,MULTIPLE_OR_UNKNOWN,CAU/om_reply.cshtml,Planning,zone_branches,POST,AJAX,VIEW,MEDIUM, /api/planning/zone_branches,
,MULTIPLE_OR_UNKNOWN,CAU/om_reply.cshtml,ApiCalls,save_observations_cau,POST,AJAX,VIEW,MEDIUM, /ApiCalls/save_observations_cau,
,MULTIPLE_OR_UNKNOWN,CAU/om_reply.cshtml,ApiCalls,get_employee_name_from_pp,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_employee_name_from_pp,
,MULTIPLE_OR_UNKNOWN,CAU/om_reply.cshtml,ApiCalls,get_lc_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_lc_details,
,MULTIPLE_OR_UNKNOWN,CAU/monitoring_oms.cshtml,ApiCalls,sub_checklist,POST,AJAX,VIEW,MEDIUM, /ApiCalls/sub_checklist,
,MULTIPLE_OR_UNKNOWN,CAU/monitoring_oms.cshtml,ApiCalls,checklist_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/checklist_details,
,MULTIPLE_OR_UNKNOWN,CAU/monitoring_oms.cshtml,Execution,audit_observation_template,POST,AJAX,VIEW,MEDIUM, /Execution/audit_observation_template,
,MULTIPLE_OR_UNKNOWN,CAU/monitoring_oms.cshtml,Planning,zone_branches,POST,AJAX,VIEW,MEDIUM, /api/planning/zone_branches,
,MULTIPLE_OR_UNKNOWN,CAU/monitoring_oms.cshtml,ApiCalls,save_observations_cau,POST,AJAX,VIEW,MEDIUM, /ApiCalls/save_observations_cau,
,MULTIPLE_OR_UNKNOWN,CAU/monitoring_oms.cshtml,ApiCalls,get_employee_name_from_pp,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_employee_name_from_pp,
,MULTIPLE_OR_UNKNOWN,CAU/monitoring_oms.cshtml,ApiCalls,get_lc_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_lc_details,
,MULTIPLE_OR_UNKNOWN,IAMS/paras.cshtml,ApiCalls,get_outstanding_para,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_outstanding_para,
,MULTIPLE_OR_UNKNOWN,IAMS/paras.cshtml,Setup,process_details,POST,AJAX,VIEW,MEDIUM, /Setup/process_details,
,MULTIPLE_OR_UNKNOWN,IAMS/paras.cshtml,Setup,process_transactions,POST,AJAX,VIEW,MEDIUM, /Setup/process_transactions,
,MULTIPLE_OR_UNKNOWN,IAMS/paras.cshtml,ApiCalls,add_legacy_para_observation_text,POST,AJAX,VIEW,MEDIUM, /ApiCalls/add_legacy_para_observation_text,
,MULTIPLE_OR_UNKNOWN,IAMS/old_para.cshtml,ApiCalls,get_legacy_para,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_legacy_para,
,MULTIPLE_OR_UNKNOWN,IAMS/old_para.cshtml,Setup,process_details,POST,AJAX,VIEW,MEDIUM, /Setup/process_details,
,MULTIPLE_OR_UNKNOWN,IAMS/old_para.cshtml,Setup,process_transactions,POST,AJAX,VIEW,MEDIUM, /Setup/process_transactions,
,MULTIPLE_OR_UNKNOWN,IAMS/old_para.cshtml,ApiCalls,add_legacy_para_observation_text,POST,AJAX,VIEW,MEDIUM, /ApiCalls/add_legacy_para_observation_text,
235,235,WorkingPaper/account_opening.cshtml,ApiCalls,Get_Working_Paper_Account_Opening,POST,AJAX,VIEW,MEDIUM, /ApiCalls/Get_Working_Paper_Account_Opening,
235,235,WorkingPaper/account_opening.cshtml,ApiCalls,Add_Working_Paper_Account_Opening,POST,AJAX,VIEW,MEDIUM, /ApiCalls/Add_Working_Paper_Account_Opening,
237,237,WorkingPaper/cash_count.cshtml,ApiCalls,Get_Working_Paper_Cash_Counter,POST,AJAX,VIEW,MEDIUM, /ApiCalls/Get_Working_Paper_Cash_Counter,
237,237,WorkingPaper/cash_count.cshtml,ApiCalls,Add_Working_Paper_Cash_Counter,POST,AJAX,VIEW,MEDIUM, /ApiCalls/Add_Working_Paper_Cash_Counter,
236,236,WorkingPaper/fixed_assets.cshtml,ApiCalls,Get_Working_Paper_Fixed_Assets,POST,AJAX,VIEW,MEDIUM, /ApiCalls/Get_Working_Paper_Fixed_Assets,
236,236,WorkingPaper/fixed_assets.cshtml,ApiCalls,Add_Working_Paper_Fixed_Assets,POST,AJAX,VIEW,MEDIUM, /ApiCalls/Add_Working_Paper_Fixed_Assets,
233,233,WorkingPaper/loan_case_file.cshtml,ApiCalls,Get_Working_Paper_Loan_Cases,POST,AJAX,VIEW,MEDIUM, /ApiCalls/Get_Working_Paper_Loan_Cases,
233,233,WorkingPaper/loan_case_file.cshtml,ApiCalls,Add_Working_Paper_Loan_Cases,POST,AJAX,VIEW,MEDIUM, /ApiCalls/Add_Working_Paper_Loan_Cases,
234,234,WorkingPaper/voucher_checking.cshtml,ApiCalls,Get_Working_Paper_Voucher_Checking,POST,AJAX,VIEW,MEDIUM, /ApiCalls/Get_Working_Paper_Voucher_Checking,
234,234,WorkingPaper/voucher_checking.cshtml,ApiCalls,Add_Working_Paper_Voucher_Checking,POST,AJAX,VIEW,MEDIUM, /ApiCalls/Add_Working_Paper_Voucher_Checking,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/entity_gm_reporting_div_management.cshtml,ApiCalls,getparentrel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getparentrel,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/entity_gm_reporting_div_management.cshtml,ApiCalls,getpostplace,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getpostplace,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/entity_gm_reporting_div_management.cshtml,ApiCalls,update_compliance_office,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_compliance_office,
321,321,AdministrationPanel/ais_post_compliance.cshtml,ApiCalls,getparentrel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getparentrel,
321,321,AdministrationPanel/ais_post_compliance.cshtml,ApiCalls,getpostplace,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getpostplace,
321,321,AdministrationPanel/ais_post_compliance.cshtml,ApiCalls,get_ais_post_compliance_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_ais_post_compliance_details,
321,321,AdministrationPanel/ais_post_compliance.cshtml,ApiCalls,update_ais_post_compliance,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_ais_post_compliance,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/manage_obs_status.cshtml,ApiCalls,get_maange_obs_status,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_maange_obs_status,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/manage_obs_status.cshtml,ApiCalls,add_manage_observatiton_status,POST,AJAX,VIEW,MEDIUM, /ApiCalls/add_manage_observatiton_status,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/manage_obs_status.cshtml,ApiCalls,update_manage_observatiton_status,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_manage_observatiton_status,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,get_ais_entities_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_ais_entities_for_admin_panel_entity_addition,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,get_ais_entities_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_ais_entities_for_admin_panel_entity_addition,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,get_ais_entities_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_ais_entities_for_admin_panel_entity_addition,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,get_ais_entities_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_ais_entities_for_admin_panel_entity_addition,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,get_entity_shifting_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_entity_shifting_details,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,get_entity_shifting_details,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_entity_shifting_details,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,update_ais_entity_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_ais_entity_for_admin_panel_entity_addition,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,add_ais_entity_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/add_ais_entity_for_admin_panel_entity_addition,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,get_ais_entity_existing_mapping_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_ais_entity_existing_mapping_for_admin_panel_entity_addition,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,get_ais_entities_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_ais_entities_for_admin_panel_entity_addition,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,add_ais_entity_mapping_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/add_ais_entity_mapping_for_admin_panel_entity_addition,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,update_ais_entity_mapping_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_ais_entity_mapping_for_admin_panel_entity_addition,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,submit_entity_conv_to_islamic_from_admin_panel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/submit_entity_conv_to_islamic_from_admin_panel,
218,218,AdministrationPanel/entity_shifting.cshtml,ApiCalls,submit_entity_shifting_from_admin_panel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/submit_entity_shifting_from_admin_panel,
265,265,AdministrationPanel/audit_comp_management.cshtml,ApiCalls,getparentrel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getparentrel,
265,265,AdministrationPanel/audit_comp_management.cshtml,ApiCalls,getpostplace,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getpostplace,
265,265,AdministrationPanel/audit_comp_management.cshtml,ApiCalls,update_compliance_office,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_compliance_office,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/audit_template.cshtml,Execution,risk_sub_group,POST,AJAX,VIEW,MEDIUM, /Execution/risk_sub_group,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/audit_template.cshtml,Execution,risk_activities,POST,AJAX,VIEW,MEDIUM, /Execution/risk_activities,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/audit_template.cshtml,Execution,audit_observation_template,POST,AJAX,VIEW,MEDIUM, /Execution/audit_observation_template,
258,258,AdministrationPanel/compliance_flow.cshtml,ApiCalls,get_compliance_flow_by_entity_type,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_compliance_flow_by_entity_type,
258,258,AdministrationPanel/compliance_flow.cshtml,ApiCalls,add_compliance_flow,POST,AJAX,VIEW,MEDIUM, /ApiCalls/add_compliance_flow,
258,258,AdministrationPanel/compliance_flow.cshtml,ApiCalls,get_compliance_flow_by_entity_type,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_compliance_flow_by_entity_type,
41,41,AdministrationPanel/setup_auditee_entities.cshtml,ApiCalls,GetAuditeeEntitiesByTypeId,POST,AJAX,VIEW,MEDIUM, /ApiCalls/GetAuditeeEntitiesByTypeId,
41,41,AdministrationPanel/setup_auditee_entities.cshtml,ApiCalls,UpdateAuditeeEntity,POST,AJAX,VIEW,MEDIUM, /ApiCalls/UpdateAuditeeEntity,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/groups.cshtml,AdministrationPanel,group_add,POST,AJAX,VIEW,MEDIUM, /AdministrationPanel/group_add,
216,216,AdministrationPanel/entity_relationship.cshtml,AdministrationPanel,menu_pages,POST,AJAX,VIEW,MEDIUM, /AdministrationPanel/menu_pages,
216,216,AdministrationPanel/entity_relationship.cshtml,ApiCalls,menu_pages_updation,POST,AJAX,VIEW,MEDIUM, /ApiCalls/menu_pages_updation,
216,216,AdministrationPanel/entity_relationship.cshtml,ApiCalls,getparentrel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getparentrel,
216,216,AdministrationPanel/entity_relationship.cshtml,ApiCalls,getpostplace,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getpostplace,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/manage_entity_mapping.cshtml,ApiCalls,get_entities_mapping,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_entities_mapping,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/manage_entity_mapping.cshtml,ApiCalls,get_entities_mapping_reporting,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_entities_mapping_reporting,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/manage_entity_mapping.cshtml,ApiCalls,update_entity_types,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_entity_types,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/manage_entity_mapping.cshtml,ApiCalls,get_entities_of_parent_child,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_entities_of_parent_child,
57,57,AdministrationPanel/group_role_assignment.cshtml,AdministrationPanel,menu_pages,POST,AJAX,VIEW,MEDIUM, /AdministrationPanel/menu_pages,
57,57,AdministrationPanel/group_role_assignment.cshtml,AdministrationPanel,assigned_menu_pages,POST,AJAX,VIEW,MEDIUM, /AdministrationPanel/assigned_menu_pages,
57,57,AdministrationPanel/group_role_assignment.cshtml,AdministrationPanel,add_group_item_assignment,POST,AJAX,VIEW,MEDIUM, /AdministrationPanel/add_group_item_assignment,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/hr_design_wise_role.cshtml,ApiCalls,get_hr_designation_wise_roles,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_hr_designation_wise_roles,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/hr_design_wise_role.cshtml,ApiCalls,add_hr_designation_wise_role_assignment,POST,AJAX,VIEW,MEDIUM, /ApiCalls/add_hr_designation_wise_role_assignment,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/hr_design_wise_role.cshtml,ApiCalls,update_hr_designation_wise_role_assignment,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_hr_designation_wise_role_assignment,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,getparentrel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getparentrel,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,getpostplace,POST,AJAX,VIEW,MEDIUM, /ApiCalls/getpostplace,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,get_engagements_details_for_status_reversal,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_engagements_details_for_status_reversal,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,get_observation_details_for_status_reversal,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_observation_details_for_status_reversal,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,get_observation_numbers_for_status_reversal,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_observation_numbers_for_status_reversal,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,get_observation_details_for_status_reversal,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_observation_details_for_status_reversal,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,get_engagement_status_for_reversal,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_engagement_status_for_reversal,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,get_team_memeber_details_for_post_changes_team_eng_reversal,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_team_memeber_details_for_post_changes_team_eng_reversal,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,update_observation_numbers_for_status_reversal,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_observation_numbers_for_status_reversal,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,audit_engagement_obs_status_reversal,POST,AJAX,VIEW,MEDIUM, /ApiCalls/audit_engagement_obs_status_reversal,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,audit_engagement_status_reversal,POST,AJAX,VIEW,MEDIUM, /ApiCalls/audit_engagement_status_reversal,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,submit_new_team_id_for_post_changes_team_eng_reversal,POST,AJAX,VIEW,MEDIUM, /ApiCalls/submit_new_team_id_for_post_changes_team_eng_reversal,
225,225,AdministrationPanel/setup_engagement_reversal.cshtml,ApiCalls,update_engagement_dates_for_status_reversal,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_engagement_dates_for_status_reversal,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/menu_management.cshtml,ApiCalls,get_menu_pages_for_admin_panel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_menu_pages_for_admin_panel,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/menu_management.cshtml,ApiCalls,add_menu_page_for_admin_panel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/add_menu_page_for_admin_panel,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/menu_management.cshtml,ApiCalls,update_menu_page_for_admin_panel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_menu_page_for_admin_panel,
,MULTIPLE_OR_UNKNOWN,AdministrationPanel/menu_management.cshtml,ApiCalls,get_sub_menu_for_admin_panel,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_sub_menu_for_admin_panel,
207,207,AdministrationPanel/authorize_audit_checklist.cshtml,Setup,process_transactions,POST,AJAX,VIEW,MEDIUM, /Setup/process_transactions,
207,207,AdministrationPanel/authorize_audit_checklist.cshtml,Setup,recommend_process_transaction_by_authorizer,POST,AJAX,VIEW,MEDIUM, /Setup/recommend_process_transaction_by_authorizer,
207,207,AdministrationPanel/authorize_audit_checklist.cshtml,Setup,reffered_back_process_transaction_by_authorizer,POST,AJAX,VIEW,MEDIUM, /Setup/reffered_back_process_transaction_by_authorizer,
217,217,AdministrationPanel/entity_addition.cshtml,ApiCalls,get_hr_entities_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_hr_entities_for_admin_panel_entity_addition,
217,217,AdministrationPanel/entity_addition.cshtml,ApiCalls,get_hr_entities_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_hr_entities_for_admin_panel_entity_addition,
217,217,AdministrationPanel/entity_addition.cshtml,ApiCalls,get_ais_entities_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_ais_entities_for_admin_panel_entity_addition,
217,217,AdministrationPanel/entity_addition.cshtml,ApiCalls,get_ais_entities_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/get_ais_entities_for_admin_panel_entity_addition,
217,217,AdministrationPanel/entity_addition.cshtml,ApiCalls,update_ais_entity_for_admin_panel_entity_addition,POST,AJAX,VIEW,MEDIUM, /ApiCalls/update_ais_entity_for_admin_panel_entity_addition,
